device,device_type
528012-505072,TV
801044-468067,Computer
790318-204067,Computer
711468-356078,Game
446362-400047,TV
163070-242012,TV
065283-167001,Game
178458-495065,Other
323193-628108,Phone
452483-647076,Tablet
113301-616088,TV
610288-707063,TV
416323-535104,Phone
551320-622019,Other
041121-136002,Game
210363-355008,Phone
189088-575092,Tablet
939199-321031,Other
653347-626094,TV
413119-640011,Phone
075441-199041,TV
452196-396026,Phone
074502-199102,Tablet
107136-213076,Phone
219483-137020,Game
479403-674103,Tablet
906433-144100,TV
262013-304032,Tablet
441045-538095,Computer
879507-185080,Game
339164-228069,Game
390117-607056,TV
896287-239072,Phone
468494-371089,Tablet
797164-210062,Other
023417-502087,Phone
066286-163071,Other
674548-682073,Other
899543-462025,Tablet
424516-115100,TV
951221-315081,Tablet
282421-120056,Tablet
502066-684021,Tablet
877407-127045,TV
456161-716108,Phone
690547-246084,TV
077120-502082,TV
639017-211072,Computer
158263-539026,Tablet
344149-379054,TV
103305-327013,Other
893507-373030,Phone
189404-311052,Computer
375397-678057,Game
338047-491051,Game
877329-749052,Other
939432-389091,Tablet
657405-216056,TV
716059-760054,Computer
012539-520085,Game
406387-718082,Other
260106-545093,Game
694507-518068,Computer
299544-552055,Game
572103-588004,Tablet
233290-145015,Other
700429-707083,Tablet
940022-743095,Tablet
718512-539046,Game
137238-359016,Game
785079-302100,Other
020495-215096,Game
349393-608097,Game
083132-413036,TV
100403-717084,Phone
924170-700085,Phone
097252-150023,Game
367283-584092,Game
326476-164082,Tablet
278109-460067,Other
988196-463089,Game
151546-181035,Other
220248-381082,Computer
483251-237012,Computer
126424-475003,Computer
236428-768024,Game
588229-421027,Game
525148-484109,Tablet
239334-436067,Computer
537008-178039,TV
450030-595033,Phone
390091-574038,TV
447031-422105,Other
509419-754085,Game
224502-413096,Other
117278-737039,Computer
584321-422060,Other
651392-135031,Phone
332290-320015,Computer
487115-329076,Game
761251-606046,Computer
352046-192061,Phone
731155-301010,Computer
247278-633042,Other
447099-646098,Game
661247-657101,Other
938336-412016,Computer
095244-389082,Tablet
264094-514068,Computer
587037-672024,Other
476133-762049,Computer
940289-116028,Phone
641140-141018,TV
950094-126006,TV
193084-539104,Other
260277-558074,Computer
283528-772051,TV
695146-465069,Game
162209-263034,Tablet
912440-488039,Computer
009356-764030,Tablet
794205-401103,Game
981165-633089,TV
386030-302059,Phone
922552-417004,Other
965182-157032,TV
719104-559099,Tablet
060134-128098,TV
669467-542035,Phone
328521-732019,Computer
137412-576009,Game
034251-598100,Other
435191-605030,TV
090064-697057,Other
582057-483037,Computer
249464-704024,Phone
144149-599099,Other
225534-231025,Tablet
400095-170039,TV
213525-152002,Game
075525-195029,Game
301403-245010,Phone
200164-364039,TV
868363-707088,Computer
127153-738000,Computer
036099-188081,Other
007525-332017,Game
912488-509077,Game
271272-704085,Tablet
644179-112036,Other
985274-284039,Phone
656036-253003,Phone
195474-176038,Computer
420017-191006,TV
305296-325021,TV
689350-218022,TV
004350-671065,Computer
539283-495014,Computer
589312-581039,Phone
301534-673057,Tablet
307434-228036,Computer
033022-309031,Tablet
235352-735020,Computer
331511-605067,TV
827300-282099,Other
620144-160077,Other
068074-430102,TV
441215-304074,Game
678335-215051,TV
756356-343102,Tablet
719148-369017,Other
480217-260036,Computer
032468-320096,Game
744081-112047,Phone
114455-422108,Tablet
006311-179068,Tablet
576197-686031,TV
554047-601064,Phone
899543-233030,Computer
075069-661004,Tablet
963325-629094,Phone
424457-526071,Phone
267461-733020,Computer
320503-355010,Phone
847262-548108,TV
562287-537003,Computer
358401-508049,Computer
483121-708100,Phone
833428-272074,Tablet
384213-156093,Tablet
732436-379102,Other
240307-680079,Other
074430-655088,Phone
606054-298020,Phone
963037-496002,Computer
836090-683003,Phone
151210-586094,Tablet
065115-449068,Other
412297-542003,Tablet
700522-372061,Phone
988355-705032,Game
584431-227084,TV
405306-488033,Tablet
698285-202017,Other
514320-586004,Phone
179472-412101,Computer
413433-701080,Computer
698200-693049,Other
168413-451009,Computer
958529-154029,Tablet
874131-492110,Tablet
340046-272055,Other
605306-664049,Tablet
820530-208061,Other
076483-620062,Computer
677399-377015,TV
672310-291103,Computer
236258-130087,Phone
737541-435102,Tablet
079477-264077,Other
016549-445075,Tablet
293484-339073,Other
783546-440051,Computer
068353-454028,Computer
388038-442077,Game
791203-647109,Other
540007-323099,Game
551383-422073,Computer
343398-482033,Phone
135224-113037,Game
629473-276016,Game
657297-121006,Phone
662263-261029,Phone
720278-535055,TV
750329-417047,Tablet
138180-749038,TV
617225-145069,Other
989437-537099,Other
268382-538073,Game
144321-259056,Tablet
395236-589000,Computer
600407-660021,Tablet
159084-599065,Other
875393-541066,Game
217255-432066,Tablet
048410-316080,Game
148204-175080,Game
915497-770015,Other
804446-566014,Tablet
653529-479075,TV
396187-713071,Phone
366386-221065,TV
450055-380028,Phone
892321-688084,Game
316292-546054,Tablet
588165-135024,Other
741376-251043,Phone
452191-334088,Phone
079548-563048,Phone
403245-298103,Phone
438046-700034,Other
142482-650087,Computer
464242-372096,Game
675487-380047,Computer
100378-283001,Other
334037-355109,Computer
967266-675110,Computer
976258-408058,Tablet
924235-423059,Other
884444-147024,TV
184115-561097,Phone
495484-132021,Computer
001432-413012,Computer
439074-721021,TV
944011-429061,Tablet
140015-612041,Computer
343143-604053,Computer
516052-466062,Game
585366-394080,Phone
691204-343101,Game
840158-349053,Computer
253421-570047,Computer
012531-563024,Tablet
591049-379073,TV
031251-450001,TV
266102-385072,Other
695332-743012,Tablet
225003-527032,Computer
112149-560069,Tablet
139150-305041,Other
742458-191072,Phone
869080-720055,TV
911201-663026,Computer
094463-332001,Computer
158200-587089,TV
800335-202060,Tablet
195457-461039,Other
844242-648009,Game
350298-125086,Other
167000-673065,Computer
546156-511054,Phone
866044-252020,TV
669478-328049,TV
583127-394053,Game
905178-463017,Tablet
666344-331056,Tablet
833053-603019,Phone
757255-380058,TV
205109-716083,Game
827076-246109,Game
060223-396011,Other
767096-458044,TV
840144-332101,TV
221200-551104,TV
784546-508108,Game
047206-206073,Phone
448518-531093,Game
869145-198037,Game
988387-147031,Game
077266-150097,Phone
480534-660071,Other
428142-179098,Tablet
332431-239070,Tablet
508072-206058,Game
759538-645008,TV
379111-679041,Game
347130-674103,Tablet
093450-180108,TV
214349-622010,Game
365298-696040,Phone
075434-298093,TV
224106-754090,Other
195549-730049,Game
386519-770025,Tablet
197539-145006,TV
475290-490036,Game
574512-373020,Other
420372-176008,Phone
833388-145023,Tablet
773276-526031,Phone
242431-613027,Other
251498-628072,Computer
734115-773027,Other
597010-159047,TV
816463-455084,Other
160176-276037,Phone
596147-707100,Phone
887229-443097,Phone
356031-263057,Phone
590051-325076,Other
987354-625069,Other
994175-114018,Game
063056-198043,TV
912519-528107,Other
410434-382105,Other
224407-245034,Game
598338-262095,Tablet
578427-458063,Computer
603281-406043,Tablet
953329-214045,Game
951317-764041,Other
965241-654054,Phone
166259-178065,Phone
013188-581009,Other
730485-460097,Other
502445-717048,Tablet
307178-599070,Other
406176-475032,Game
553327-561001,Computer
700544-151052,TV
109159-493079,Computer
740098-337046,Computer
979398-132100,Tablet
613431-140014,Computer
516338-426086,Game
757035-355109,Tablet
649459-387042,Computer
122087-488021,Tablet
226119-411062,Phone
400144-191096,Phone
106106-575053,Game
438531-165060,Game
502401-748067,TV
540471-580029,Computer
662259-682063,Tablet
185153-543010,Computer
489463-126026,Tablet
164270-621026,Phone
313106-186087,Game
653088-493060,TV
186003-297060,Computer
344474-281000,Other
013168-209079,Game
514257-264088,Other
453114-658099,Phone
077139-710028,Game
446546-461050,TV
336479-532041,TV
808023-645093,Game
890446-675071,TV
625070-776065,TV
404399-764020,Other
377222-505067,TV
420526-280081,Game
528174-740042,Game
737121-495041,Phone
173164-117001,Tablet
071072-322107,Computer
579211-480101,Other
293471-559107,Other
755117-725105,Other
565327-292100,Phone
253326-567029,Phone
688242-669029,TV
882282-774032,Other
278096-317034,Tablet
693175-276080,Phone
041547-755059,Tablet
181342-766106,Game
250444-622006,Computer
189419-153037,Tablet
713074-430067,Computer
844110-638052,TV
715402-484063,Computer
866472-690101,Tablet
990425-259064,Computer
395338-549006,Game
689489-592002,Computer
393199-660021,Game
425362-256104,Phone
775266-745098,Other
194342-599040,Game
841217-124048,Game
088268-217072,Phone
881522-741028,Phone
779247-254043,Game
789155-132075,Other
599042-469016,Computer
446338-771028,Other
503232-132003,Tablet
003107-191052,Game
917265-515055,Tablet
626046-382049,Tablet
851138-761051,Game
624440-121070,TV
190055-568090,Computer
771230-315029,Game
618429-494042,Game
699084-556037,Computer
278488-161062,Game
559190-721072,Phone
320060-571109,Phone
448550-715045,TV
315498-234013,TV
847117-208098,Phone
309037-486067,Game
878505-177078,Game
458326-309053,Other
445271-460013,Computer
412291-667030,Computer
518516-507068,Computer
794212-437033,Game
739175-311097,Tablet
884353-234109,Computer
092251-527090,Phone
774330-168106,Tablet
012444-592029,Game
439372-644057,Phone
490002-133027,Computer
436256-124040,TV
222284-409007,Tablet
340243-533026,Computer
942480-338069,Computer
827331-209018,Game
567499-475031,Computer
256354-528071,TV
427400-221061,Computer
186476-544007,Phone
730189-625041,Computer
297502-602021,Game
346516-155097,Computer
709129-135089,Phone
103238-411019,Phone
088086-350094,Computer
358471-115030,Game
269388-283027,Other
958494-306023,Computer
784530-303012,Tablet
445500-203070,Other
200282-596050,Computer
427217-669057,TV
171247-336056,TV
319201-174065,Tablet
791466-738096,Tablet
734011-158071,Other
277154-628091,TV
635393-618061,TV
454384-576073,TV
135175-602032,TV
235090-140066,Game
354307-323076,Game
960192-209098,TV
482536-377060,Game
393522-390054,Computer
220184-213024,Game
572145-299025,Game
062082-335059,Game
275277-611099,Other
759025-214041,Tablet
084510-301034,Tablet
086064-645092,Phone
650113-166027,Tablet
889063-327025,Game
514535-685083,Tablet
413021-312068,TV
559016-404001,TV
428415-272052,Computer
685094-120071,Tablet
363539-238031,Game
123546-286064,Game
207215-204010,Phone
384042-511103,Phone
063238-208009,Phone
238285-347056,Computer
571327-686065,Computer
672376-755022,Tablet
875050-475083,Other
265346-235031,Tablet
192540-475038,Phone
484375-342059,Other
994439-270019,Computer
086400-733070,Tablet
736388-154052,Tablet
479467-734042,Game
281549-619062,Tablet
724095-725081,Game
581485-594085,Tablet
742288-567064,Phone
238255-594072,TV
396347-264037,Game
992314-660093,Tablet
686145-314068,Phone
330478-239041,TV
630191-257043,Other
459341-126045,Game
579291-184007,Phone
975454-275086,TV
187274-733027,TV
075505-232036,Other
560270-406058,Tablet
634177-494109,Tablet
196476-407066,TV
515209-594045,Computer
350237-465029,Phone
735273-203004,Computer
221441-261020,Tablet
088487-623014,Other
558443-243042,TV
694056-421108,Computer
697317-533028,TV
057061-482010,Other
644134-312009,Phone
615435-537035,Game
967388-145044,Tablet
265351-228068,Tablet
141333-485014,Phone
909141-450042,Phone
579105-230105,Phone
827136-330045,Game
434101-506000,Computer
375468-466103,Game
272169-636083,Game
050122-447024,TV
330114-190009,Tablet
129161-496080,Other
341006-527048,Tablet
995343-317061,Tablet
467070-573041,Computer
427553-655067,Other
125432-319087,Other
770263-418093,TV
485304-560005,Tablet
027329-382096,Other
621076-119072,Game
300238-602007,Other
124400-524029,Tablet
217314-536020,Phone
080195-736015,Computer
977280-481060,TV
914217-229064,Tablet
366366-592073,Other
577174-394045,Phone
718145-642027,Game
354063-598006,Other
047206-499109,Tablet
189225-509049,Tablet
656328-150054,Other
609415-601035,Game
665243-367058,Game
848239-379102,Phone
363133-327077,TV
645149-648069,Tablet
048372-531097,Game
172216-222091,Other
693003-558048,Game
535309-113053,Tablet
303243-174035,Game
365374-190031,Game
878552-142078,Tablet
731506-313014,TV
780337-662023,Other
462024-537093,Other
666538-397101,Other
501261-442089,TV
040428-560076,Computer
092413-350074,Tablet
903022-674077,Other
554207-394013,Other
858540-279067,Phone
391094-489002,Tablet
873264-626013,Computer
401079-576059,Game
442219-722100,TV
528344-445027,Computer
759192-565068,TV
571095-254034,Game
312019-209036,Tablet
848122-652048,Other
068356-685081,Computer
530435-395038,Computer
968367-629093,Computer
884182-494099,Game
728548-344097,Tablet
652140-299027,Game
897115-600043,Phone
131043-669100,Computer
010230-722081,Game
564514-600056,Computer
472200-293097,Tablet
052002-547062,TV
348173-203092,Computer
630191-507036,Other
311321-488065,Tablet
945202-222080,Computer
212123-281085,Other
457512-299068,Other
822069-163096,Phone
725039-211108,TV
657474-213106,Tablet
744200-724068,Phone
514335-346011,Phone
349224-251067,Phone
524263-317055,Game
589454-257087,Tablet
728350-237034,Other
725311-749082,Other
728495-231012,Tablet
781085-723002,Other
543029-342058,Computer
266352-583042,Computer
268498-381051,Other
317549-184041,Computer
320213-320033,Phone
787262-152066,Game
121120-208009,Tablet
445049-292072,Game
947428-357082,Game
331424-427066,Game
687118-773073,Tablet
190324-491047,Game
448078-541015,Tablet
932032-558074,Tablet
848298-640057,Other
186449-694004,Game
085524-735011,Game
083483-154037,TV
498312-540060,Computer
830389-737028,Computer
901370-490074,Other
864132-222102,Tablet
864432-199058,Other
825492-175047,Phone
762457-635106,Computer
300376-766005,TV
384269-720006,Game
623195-372101,Game
616536-172003,Game
226304-450094,Tablet
291340-693100,Phone
396205-760014,Other
606548-617048,Tablet
465373-285095,Other
107527-536088,Game
599500-301063,Tablet
821205-418026,Game
914003-389093,TV
784321-540002,TV
371460-448000,Game
138348-466093,Phone
330223-512096,Other
309389-488054,Game
280107-686055,Tablet
805088-341105,Other
290255-593016,Game
897511-440089,Tablet
411499-328020,Tablet
565040-272034,Phone
504478-530063,Phone
781521-239018,Phone
087536-740081,Game
611371-569107,Game
701129-569103,Other
782210-131108,Game
842196-544109,Game
742319-472069,TV
633216-135066,Tablet
074084-315034,Tablet
428030-145062,Other
748133-536042,Computer
786222-598092,Phone
993193-305084,TV
754021-393019,Computer
679473-159072,Phone
822276-706043,TV
694304-253058,Other
413130-617032,Other
068261-749101,Other
309445-382097,Game
166343-223021,Game
890334-418003,Other
179314-424105,Other
541354-485108,Computer
027409-689011,Computer
498284-661099,Computer
989403-618000,Tablet
862307-176039,Tablet
722068-208054,Tablet
191230-441045,TV
915524-598058,Other
775473-296017,Game
752527-729039,Game
596536-179091,Tablet
112138-123069,Tablet
825549-390041,Tablet
521513-467075,Other
477184-608096,Tablet
401128-510062,Computer
412373-664014,Phone
080513-232096,Phone
295130-527040,Phone
982302-366016,Other
434019-215018,Computer
017245-735087,Phone
133185-501078,Phone
427066-307001,Game
798200-415000,TV
123218-734064,Other
544117-385096,Computer
841114-343066,Phone
128471-739010,Computer
688310-389059,Game
887175-739045,Tablet
664468-463109,TV
633096-554072,TV
346541-312068,Game
295481-711088,TV
735096-529087,Computer
173182-513021,Tablet
660408-391000,TV
285042-746073,Phone
505497-373073,Tablet
658441-258100,Phone
792345-603058,Computer
257307-320046,Phone
064121-555042,Phone
163532-396042,Phone
675389-638080,Tablet
602336-174104,Tablet
380345-518055,Phone
314258-669069,Tablet
626431-411095,TV
128466-281048,Game
764468-227025,Game
686275-313076,Tablet
700170-720006,Computer
634159-165062,Computer
983421-609097,Tablet
816490-195097,TV
112307-228087,Game
894236-720095,Tablet
273228-408050,Phone
444511-263083,Phone
508545-374015,Phone
387423-399021,Phone
067053-373040,Game
007286-282041,TV
443318-119048,TV
049206-725065,Other
034500-411078,Computer
857346-664094,Computer
741310-663001,Other
644035-186071,Game
206358-528032,Computer
080150-281045,Phone
458041-533061,TV
259451-350077,TV
339537-352037,Phone
760524-331017,Computer
744236-685096,Game
245193-604004,Phone
406001-577033,TV
859181-653003,Computer
044531-250054,Game
123117-112107,Computer
626528-664089,Other
252545-162032,Tablet
972050-420028,Computer
435210-770047,Computer
687513-528078,Game
745203-207075,Phone
211347-555102,Computer
443002-599034,Phone
422133-749084,TV
219302-680005,Tablet
104350-727011,Computer
031470-729087,Phone
069034-340090,Tablet
072206-201036,Other
473380-730083,TV
126141-162063,Phone
049173-245074,Tablet
384280-268014,Computer
052483-219010,Game
301017-347029,Computer
444361-484062,Other
598267-285037,Phone
658012-112030,Other
024321-331054,Game
761156-694014,Other
390189-175082,Game
449261-776040,Computer
571072-127044,Game
431526-419038,Phone
020415-514110,Tablet
206189-509010,Game
251154-515024,TV
772551-302007,Computer
072000-591106,Phone
867083-719035,Game
081077-729063,Game
004370-271099,Other
436198-473072,Other
926009-368082,Tablet
108093-563061,Game
587313-526089,Other
413166-676031,Game
365514-155073,Tablet
773553-650082,Other
399414-595004,Game
813430-634004,Other
712492-476072,Phone
934430-222103,Phone
671529-338049,Game
412230-695012,Phone
916251-337100,Tablet
901454-446084,Computer
425087-365024,Tablet
279331-285095,Game
569050-251061,Game
539424-190069,Tablet
300372-389096,Game
648104-645083,Phone
977125-184090,Phone
242042-361073,Phone
203437-318051,TV
057182-545068,Other
711254-210029,Phone
204349-638011,Game
225493-580061,TV
227463-548069,Tablet
649323-407069,Computer
192242-338083,Game
657390-553061,Other
250454-514023,TV
726124-479051,Other
359077-358031,Other
588507-618059,Other
145515-559048,Game
850383-634020,Game
076008-674057,Game
646098-221011,TV
678230-179066,Other
107103-133076,Other
077346-672102,Tablet
421293-272056,Computer
302288-606100,Game
017447-664075,Other
351506-484097,Tablet
184527-552017,TV
230524-622108,Other
685024-277016,Computer
179176-550001,Phone
216146-393021,Computer
551285-149072,Game
705504-411077,Tablet
778467-304042,Tablet
614518-356015,Game
956235-305045,Other
881209-451041,Tablet
070185-210016,Tablet
817202-749037,Tablet
803177-708020,Computer
508260-115008,TV
317157-624102,Other
811097-574000,Game
555469-653001,Other
815151-116027,Other
835449-267037,Game
853178-448084,Other
678402-467017,Computer
511336-543052,Other
353475-518001,Tablet
460016-627084,Phone
384307-347064,Computer
419146-150028,Game
456041-769106,Tablet
543418-712082,TV
211083-299037,Other
885326-329027,Game
628354-115058,Computer
495368-329066,Tablet
374144-262036,Phone
052429-487048,Tablet
995189-464100,Computer
003293-351089,Game
486255-515093,TV
565489-444000,Other
601205-472017,Game
499086-495022,Tablet
875031-201098,Game
189480-714079,Tablet
230095-596030,TV
397088-630026,Phone
600234-662078,Tablet
389361-765011,Tablet
507420-301099,Computer
993154-756007,Computer
085374-198037,Computer
917111-381040,Other
217212-474058,TV
776233-624005,TV
201166-653073,Other
199368-457066,Tablet
120023-251035,Other
803071-550085,TV
778314-136087,Phone
265439-589033,Computer
559479-187039,Game
580044-648027,Game
620213-454041,Game
826007-554058,Game
550189-491096,Other
904389-683096,Other
607163-668027,Phone
850140-352021,TV
916348-652085,Tablet
976035-364090,Computer
142311-591084,TV
670356-306098,TV
693075-390064,Game
190235-413089,Game
316000-564032,TV
632324-324071,Other
229550-289046,Tablet
635016-692086,TV
682344-419067,Tablet
691378-207036,Phone
486544-536110,Game
100159-655067,Tablet
401510-289050,TV
374210-390036,Tablet
610370-704102,Phone
858192-661110,Tablet
001496-512087,TV
891296-568066,Computer
201518-235044,Computer
381093-294025,Game
917002-541103,Other
147507-526084,Tablet
736448-432007,TV
175191-131031,TV
243065-339099,Other
085072-517106,Game
589258-259066,Other
002000-143032,Tablet
428426-160104,Game
403496-746043,Other
264554-641056,Phone
771088-649005,Computer
013040-698066,Game
155006-122082,Phone
160513-471002,Other
756038-501050,Game
565530-569094,TV
664220-771046,Game
585077-730015,Game
664168-635037,Game
154359-739055,Computer
422471-115100,Other
687371-417052,TV
454437-413045,Phone
264176-172095,Computer
637202-476058,Computer
452345-284023,TV
703516-766083,Computer
536240-654089,TV
989209-449081,Game
002030-488089,TV
746440-674017,Phone
372434-686005,Phone
083303-200099,Game
271044-637035,Phone
251002-774056,TV
381007-360101,Computer
530455-689051,Other
408479-256076,Tablet
452000-649055,Game
963317-577002,Computer
743401-379100,Tablet
783385-440043,Phone
142291-658003,Computer
833043-422082,Game
309487-418030,Computer
658499-171097,Phone
304047-763025,Game
361223-311072,Tablet
414009-663058,Computer
334173-608098,Computer
262540-156080,Game
584238-285055,Game
212395-653006,Game
585359-333110,Tablet
232145-264037,Other
305320-766005,TV
116070-596033,Computer
528105-647029,Computer
152264-170005,Phone
732325-414002,Game
862360-501090,Computer
627490-463022,Computer
037153-346085,Game
887043-473046,Other
695058-559106,Phone
402151-214024,Other
287339-121105,Tablet
649211-732008,TV
035083-563056,Game
244164-344074,Phone
508006-718066,TV
290525-514016,Game
565530-482018,Game
753267-132037,Game
784027-236063,Tablet
966140-440035,Other
047263-355074,Phone
251309-414051,Computer
303121-498107,Tablet
430165-702076,Phone
702319-756068,Phone
147005-693032,Computer
084549-534011,TV
541183-288103,Game
958193-198036,Tablet
929146-357015,Other
262160-318075,TV
552436-262025,Computer
499443-392100,Other
593072-384090,Game
160492-428081,Other
490445-573072,Phone
031008-754015,Phone
728015-236029,Game
349239-759104,Phone
246554-237110,Other
819228-580102,Game
721447-656032,Phone
560490-567055,Computer
956137-196065,Phone
336399-197049,Tablet
217470-367084,Other
749275-337027,Game
637124-634089,TV
564421-445108,Other
683359-660033,Phone
525100-280082,Phone
338519-692000,Computer
868101-754101,Game
969259-740024,Other
328015-327034,TV
549198-540042,Phone
031298-169086,Other
689463-714061,Tablet
964167-310020,TV
196396-201084,Phone
720548-134045,Phone
568181-575098,Computer
352125-382005,Tablet
343388-456096,Tablet
837263-149036,Game
706480-143051,Other
890289-237074,Computer
295511-184052,Phone
103381-143016,Game
480323-569054,Game
131295-227052,Phone
001342-518078,Game
550284-504079,Game
947410-470065,Game
931219-183105,Game
877504-232026,Phone
802077-741025,TV
333120-120023,Phone
885294-142087,Phone
157352-683018,Game
223347-114005,Phone
903218-774087,Other
660137-460017,Game
151212-690091,TV
314516-636006,Phone
460160-365087,Phone
128425-269092,Phone
011433-711084,Phone
019214-681005,TV
477120-416084,Computer
916208-288055,Phone
657554-165104,TV
653118-351016,Game
566308-255057,Other
026277-180040,TV
667379-342066,Other
220322-309004,Game
582320-397099,Computer
764458-732093,Game
891277-761070,Other
104550-124110,Computer
109182-185104,Computer
683308-220047,Other
234412-322057,Tablet
550276-211000,Game
429131-491046,TV
220070-757045,Computer
269115-599062,Game
722472-395033,Tablet
154233-509037,Computer
088188-170076,Other
510169-610090,Phone
819262-258072,Tablet
330220-354054,Computer
604289-614044,Other
490051-623022,Other
845501-361108,TV
694094-343000,Other
564216-775007,TV
345230-385017,TV
617124-713026,Other
683404-143076,Game
652425-157044,Phone
607496-418090,TV
330529-271082,Other
364273-224009,Game
458178-598075,Other
438197-135026,Other
723039-395012,Game
399434-556008,Phone
040123-218083,Tablet
679462-649101,Computer
878252-378083,Tablet
916167-205087,Game
280162-121063,Tablet
354388-418005,TV
708346-750063,TV
358516-511041,TV
297255-237000,Phone
868254-751093,TV
699395-402082,TV
184542-652030,Computer
865073-536027,Other
861425-606084,Game
460039-306020,Tablet
401388-295015,Computer
450545-385101,TV
953371-525000,Game
725072-614050,Other
256056-757044,Phone
953302-659020,Other
401348-713065,Tablet
996162-260026,Phone
360144-423052,Tablet
349231-536034,Other
130085-329078,Phone
555284-601088,Other
181459-665030,TV
428258-747054,Computer
858325-489098,Other
295289-356072,Computer
863100-496058,Phone
930420-132009,TV
407016-423006,Game
337297-423010,TV
493416-301094,Computer
238369-355041,Computer
960318-380071,TV
827105-438074,TV
034075-240084,Other
372366-571004,Computer
198117-140017,Phone
536470-577047,Phone
262379-162030,Game
736279-441107,Tablet
053109-485003,Computer
843427-775043,TV
113313-509039,TV
748132-621005,Computer
015202-684025,Game
283206-542105,Game
522457-268054,Game
978315-288039,Computer
588010-330015,Phone
438036-143036,Computer
337444-535002,Phone
094045-406064,Computer
312344-664080,Tablet
893350-760000,TV
619217-676062,Phone
780107-183007,Phone
212529-553075,Game
569164-660037,Game
806357-770020,Phone
170041-136086,Computer
455203-766068,Computer
073106-674025,Tablet
506226-342073,Game
665176-203072,Game
826086-527087,Game
005433-492088,Computer
268283-670076,Game
773059-442011,Computer
865253-391098,Game
642140-259047,Other
309115-361094,Phone
972424-575100,Computer
280140-307094,Computer
353146-257042,Tablet
322287-438000,Other
056104-609108,Game
471507-286010,Phone
959196-681037,Tablet
545226-608075,Phone
130523-765024,Other
201276-684084,Phone
087092-637040,Other
035216-433012,Other
042524-427092,Game
631239-674022,Phone
573135-447084,Game
084134-359098,TV
057255-262075,Tablet
831270-200031,Computer
320360-560073,Game
851202-401003,Tablet
069547-374024,TV
743019-712027,Game
424460-603031,TV
998303-645037,Tablet
645053-446003,Game
146362-610022,Tablet
005143-428006,Tablet
574092-633037,TV
098061-610002,Other
064498-147053,Tablet
758281-505049,Game
432219-120070,Phone
501042-476085,Computer
753537-334094,TV
203101-297038,Phone
209505-443003,Other
115028-311033,Computer
970446-214083,TV
795020-413071,Phone
397273-589008,TV
848074-758006,Phone
296187-198029,TV
674493-692012,Phone
781110-631094,Tablet
334097-439102,Computer
312514-208002,TV
839143-204107,Tablet
411061-511098,Other
837521-424062,Tablet
662427-558103,TV
040551-239053,Game
468051-120073,Computer
875031-147099,Game
003026-659046,TV
886479-711032,Other
469433-679031,Game
981429-772100,Other
365314-274058,Tablet
767528-653018,TV
516321-188065,Phone
902028-507067,Phone
499101-686049,Other
960098-433061,Computer
890049-302085,Other
803094-601031,Game
915028-346021,TV
560189-146027,Game
961492-238023,Phone
797395-349021,TV
334447-233033,Computer
294158-475084,Game
652215-558006,Computer
577085-294002,Phone
483240-539048,TV
382507-751065,Game
399405-703092,Computer
211046-763023,Other
859347-759005,Phone
461369-164053,Phone
290289-123077,Tablet
876204-671096,TV
231228-204021,Tablet
127228-488104,Phone
601005-253035,Other
472131-122013,Phone
244507-329092,Other
240341-591002,Computer
077149-398054,TV
507164-714090,Game
605094-444095,Other
206337-341095,Other
028460-378102,Game
952101-304082,TV
768006-402003,Other
189228-468106,TV
605438-348080,Computer
137058-239050,Computer
368418-442075,Computer
743319-709041,Computer
415367-406040,Game
775526-404103,Computer
546411-544011,Phone
404461-681071,Tablet
813215-399106,Tablet
655414-476005,Other
948548-664006,TV
853264-236096,Other
167536-176041,Other
509186-698099,Phone
576331-689042,Game
949193-302065,TV
464112-492037,Computer
447157-167093,Game
799201-706068,Computer
013336-147091,Phone
126238-768084,Game
989502-340019,Computer
610439-750098,Game
919520-698026,Game
967028-132099,Phone
623471-666013,Game
473550-430055,Tablet
975100-175075,Computer
609158-526092,TV
903399-290092,Other
430121-261085,Tablet
699412-364002,Phone
905308-314047,Other
752503-301027,TV
429520-604009,Tablet
656280-725059,Other
774120-207018,Computer
239162-362065,Other
880012-729081,Computer
434127-701063,Game
146135-416043,Phone
512189-532098,Phone
294111-387020,Game
730459-132049,Tablet
099441-405027,Other
619120-350110,TV
702089-177023,Game
699202-246002,TV
062052-468103,Phone
234295-191042,Computer
130311-554087,Phone
166011-644101,Game
491005-256029,Computer
747156-288106,Computer
937229-273018,Game
266120-140068,Game
427477-694075,Phone
573401-270001,Game
137248-118054,Computer
379003-720017,Other
613432-439023,Game
524121-182043,Computer
201208-452034,Game
247400-683040,Tablet
953163-437098,Computer
181110-167075,Tablet
459111-534000,Tablet
131441-270098,Tablet
968296-725079,TV
678320-686066,Tablet
718360-615092,Phone
508294-673048,Tablet
792380-563044,TV
698506-644049,Computer
930398-648034,Phone
583500-164001,Phone
171281-197007,Computer
136548-386031,TV
463065-689024,Computer
749334-549037,Phone
285438-455050,Other
667171-723072,TV
652410-215002,Phone
516031-621007,Game
168161-619005,Tablet
286328-681055,Other
918502-702066,TV
078048-362046,Phone
664309-606043,Game
167301-544011,Computer
584410-381064,Computer
442314-753091,TV
920177-544035,Other
497132-523053,Tablet
477373-532091,Computer
730315-203011,Tablet
800337-179059,Phone
994497-531110,Other
553338-129081,Tablet
258092-313101,TV
429526-542099,TV
268248-355018,Tablet
150328-750036,Game
037383-358040,Other
