ua_id,user_agent,browser,browser_ver,device,device_os,device_osver,device_type,device_brand,device_model
84,Mozilla/5.0 (Linux; Android 9; SM-J337A Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/78.0.3904.108 Mobile Safari/537.36 GSA/10.98.10.21.arm,Google,10-98-10,Samsung SM-J337A,Android,9-None-None,Tablet,Samsung,SM-J337A
85,Mozilla/5.0 (Linux; Android 9; Redmi Note 8T Build/PKQ1.190616.001; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (28/9; 440dpi; 1080x2130; Xiaomi/xiaomi; Redmi Note 8T; willow; qcom; pt_BR; 262886995),Instagram,169-1-0,XiaoMi Redmi Note 8T,Android,9-None-None,Tablet,XiaoMi,RedmiNote8T
86,Mozilla/5.0 (Linux; Android 10; SM-G780F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 BitrixMobile/Version=35,Chrome Mobile WebView,87-0-4280,Samsung SM-G780F,Android,10-None-None,Tablet,Samsung,SM-G780F
87,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; Win64; x64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729; wbx 1.0.0; wbxapp 1.0.0; Microsoft Outlook 16.0.4266; ms-office; MSOffice 16),Outlook,2016-None-None,Other,Windows,10-None-None,Computer,None,None
88,Mozilla/5.0 (Windows NT 10.0; rv:84.0 ) Gecko/20100101 Firefox/84.0 anonymized by Abelssoft 1834361798,Firefox,84-0-None,Other,Windows,10-None-None,Computer,None,None
89,Mozilla/5.0 (Linux; Android 10; CLT-L09 Build/HUAWEICLT-L09; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,CLT-L09,Android,10-None-None,Tablet,Huawei,CLT-L09
90,Mozilla/5.0 (Linux; Android 10; SM-N960U Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36/TansoDL,Chrome Mobile WebView,87-0-4280,Samsung SM-N960U,Android,10-None-None,Tablet,Samsung,SM-N960U
91,Mozilla/5.0 (Linux; Android 9; ASUS_A001D Build/PPR1; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (28/9; 480dpi; 1080x2055; asus; ASUS_A001D; ASUS_A001D_2; qcom; pt_BR; 262886995),Instagram,169-1-0,Asus A001D,Android,9-None-None,Tablet,Asus,A001D
92,Mozilla/5.0 (Linux; Android 10; Redmi Note 9 Pro Build/QKQ1.191215.002; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,XiaoMi Redmi Note 9 Pro,Android,10-None-None,Tablet,XiaoMi,RedmiNote9Pro
93,Mozilla/5.0 (Linux; Android 4.4.2; SO-01F) AppleWebKit/537.36 (KHTML like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36,Chrome Mobile,81-0-4044,SO-01F,Android,4/4/02,Tablet,SonyEricsson,SO-01F
94,Mozilla/5.0 (Linux; Android 8.1.0; Redmi 5A Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,XiaoMi Redmi 5A,Android,8/1/00,Tablet,XiaoMi,Redmi5A
95,Mozilla/5.0 (Linux; Android 10; moto g(7) Build/QPUS30.52-16-2-9; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/299.0.0.51.236;],Facebook,299-0-0,moto g(7),Android,10-None-None,Tablet,Generic_Android,motog(7)
96,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:78.0) Gecko/20100101 Thunderbird/78.6.0,Thunderbird,78-6-0,Other,Windows,10-None-None,Computer,None,None
97,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML like Gecko) WKWebView/BitrixMobile/Version=36,Mobile Safari UI/WKWebView,None-None-None,iPhone,iOS,14-2-None,Phone,Apple,iPhone
98,Mozilla/5.0 (Linux; Android 8.1.0; SAMSUNG SM-N960N) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/13.0 Chrome/83.0.4103.106 Mobile Safari/537.36,Samsung Internet,13-0-None,Samsung SM-N960N,Android,8/1/00,Tablet,Samsung,SM-N960N
99,Mozilla/5.0 (Linux; Android 10; SM-A405FN Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,Samsung SM-A405FN,Android,10-None-None,Tablet,Samsung,SM-A405FN
100,Mozilla/5.0 (Linux; Android 10; Mi MIX 3) AppleWebKit/537.36 (KHTML like Gecko) coc_coc_browser/89.0.204 Mobile Chrome/83.0.4103.204 Mobile Safari/537.36,Coc Coc,89-0-204,XiaoMi Mi MIX 3,Android,10-None-None,Tablet,XiaoMi,MiMIX3
101,Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6A Build/O11019; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.40.12.23.arm,Google,11-40-12,XiaoMi Redmi 6A,Android,8/1/00,Tablet,XiaoMi,Redmi6A
102,Mozilla/5.0 (Linux; Android 10; Nokia 7.2 Build/QKQ1.191014.001; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.38.8.23.arm64,Google,11-38-8,Nokia 7.2,Android,10-None-None,Tablet,Nokia,7.2
103,Mozilla/5.0 (Linux; Android 10; SM-G973U Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GoogleApp/11.41.10.23.arm64,Chrome Mobile WebView,87-0-4280,Samsung SM-G973U,Android,10-None-None,Tablet,Samsung,SM-G973U
104,Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-T377W) AppleWebKit/537.36 (KHTML like Gecko) SamsungBrowser/13.0 Chrome/83.0.4103.106 Safari/537.36,Samsung Internet,13-0-None,Samsung SM-T377W,Android,7/1/01,Tablet,Samsung,SM-T377W
105,Mozilla/5.0 (Linux; Android 10; POCO X2 Build/QKQ1.190825.002; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/85.0.4183.101 Mobile Safari/537.36 GSA/11.33.9.23.arm64,Google,11-33-9,POCO X2,Android,10-None-None,Tablet,Generic_Android,POCOX2
106,Mozilla/5.0 (Linux; Android 6.0; LS-5020) AppleWebKit/537.36 (KHTML like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36,Chrome Mobile,87-0-4280,LS-5020,Android,6-0-None,Tablet,Generic_Android,LS-5020
107,Mozilla/5.0 (Linux; Android 8.1.0; TECNO IN1 Build/O11019; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 GSA/11.16.13.21.arm,Google,11/16/13,TECNO IN1,Android,8/1/00,Tablet,Tecno,IN1
108,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; InfoPath.3; wbx 1.0.0; Zoom 3.6.0; Microsoft Outlook 15.0.5285; Microsoft Outlook 15.0.5285; ms-office; MSOffice 15),Outlook,2013-None-None,Other,Windows,8-1-None,Computer,None,None
109,Mozilla/5.0 (Linux; Android 10.0; SM-N976B Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML like Gecko) Chrome/53.0.2785.143 Crosswalk/23.53.589.4 Mobile Safari/537.36voicefxp fxpapp,Crosswalk,23-53-589,Samsung SM-N976B,Android,10-0-None,Tablet,Samsung,SM-N976B
110,Mozilla/5.0 (Linux; Android 8.0.0; SM-A720F Build/R16NW; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.0.0.28.135 Android (26/8.0.0; 420dpi; 1080x1920; samsung; SM-A720F; a7y17lte; samsungexynos7880; pt_BR; 262372432),Instagram,169-0-0,Samsung SM-A720F,Android,8-0-0,Tablet,Samsung,SM-A720F
111,Mozilla/5.0 (Linux; Android 8.1; PAR-AL00 Build/HUAWEIPAR-AL00; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MicroMessenger/6.7.3.1360(0x26070333) NetType/4G Language/zh_CN Process/tools,QQ Browser Mobile,6-2-None,PAR-AL00,Android,8-1-None,Tablet,Huawei,PAR-AL00
112,Mozilla/5.0 (Linux; Android 8.1.0; Redmi 5 Plus Build/OPM1.171019.019; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,XiaoMi Redmi 5 Plus,Android,8/1/00,Tablet,XiaoMi,Redmi5Plus
113,Mozilla/5.0 (Linux; Android 6.0; PSP3510DUO Build/MRA58K; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/66.0.3359.126 Mobile Safari/537.36 GSA/9.94.5.21.arm,Google,9-94-5,PSP3510DUO,Android,6-0-None,Tablet,Generic_Android,PSP3510DUO
114,Mozilla/5.0 (Linux; Android 9; SM-A505F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/77.0.3865.92 Mobile Safari/537.36 GSA/10.97.8.21.arm64,Google,10-97-8,Samsung SM-A505F,Android,9-None-None,Tablet,Samsung,SM-A505F
115,Mozilla/5.0 (Linux; Android 8.1.0; N8301) AppleWebKit/537.36 (KHTML like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36,Chrome Mobile,86-0-4240,N8301,Android,8/1/00,Tablet,Generic_Android,N8301
116,Mozilla/5.0 (Linux; Android 6.0; CP8298_I00) AppleWebKit/537.36 (KHTML like Gecko) Chrome/86.0.4240.110 Mobile Safari/537.36,Chrome Mobile,86-0-4240,CP8298_I00,Android,6-0-None,Tablet,Generic_Android,CP8298_I00
117,Mozilla/5.0 (Linux; Android 10; motorola one vision Build/QSAS30.62-24-14; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/84.0.4147.125 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/284.0.0.50.107;],Facebook,284-0-0,motorola one vision,Android,10-None-None,Tablet,Generic_Android,motorolaonevision
118,Mozilla/5.0 (Linux; Android 10; SM-A115U Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm,Google,11-41-10,Samsung SM-A115U,Android,10-None-None,Tablet,Samsung,SM-A115U
119,Mozilla/5.0 (Linux; Android 10; SM-G9650 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (29/10; 280dpi; 720x1396; samsung; SM-G9650; star2qltechn; qcom; pt_BR; 262886995),Instagram,169-1-0,Samsung SM-G9650,Android,10-None-None,Tablet,Samsung,SM-G9650
120,Mozilla/5.0 (Linux; Android 8.0.0; RNE-L21 Build/HUAWEIRNE-L21; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 [FB_IAB/Orca-Android;FBAV/294.0.0.18.129;],Facebook,294-0-0,RNE-L21,Android,8-0-0,Tablet,Huawei,RNE-L21
121,Mozilla/5.0 (Linux; Android 9; Redmi Note 8T Build/PKQ1.190616.001; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,XiaoMi Redmi Note 8T,Android,9-None-None,Tablet,XiaoMi,RedmiNote8T
122,Mozilla/5.0 (Linux; Android 7.0; SM-J710MN Build/NRD90M; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 168.0.0.40.355 Android (24/7.0; 320dpi; 720x1280; samsung; SM-J710MN; j7xelte; samsungexynos7870; pt_BR; 261079761),Instagram,168-0-0,Samsung SM-J710MN,Android,7-0-None,Tablet,Samsung,SM-J710MN
123,Mozilla/5.0 (Linux; Android 10; Nokia 7.1 Build/QKQ1.190828.002; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/84.0.4147.89 Mobile Safari/537.36 Viber/14.4.0.1,Chrome Mobile WebView,84-0-4147,Nokia 7.1,Android,10-None-None,Tablet,Nokia,7.1
124,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML like Gecko) Mobile/15E148 Instagram 169.0.0.21.133 (iPhone106; iOS 14_2; en_BR; en-BR; scale=3.00; 1125x2436; 261791898),Instagram,169-0-0,iPhone,iOS,14-2-None,Phone,Apple,iPhone106
125,Mozilla/5.0 (Linux; Android 10; LM-K500 Build/QKQ1.200216.002; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm,Google,11-41-10,LM-K500,Android,10-None-None,Tablet,Generic_Android,LM-K500
126,Mozilla/5.0 (Linux; Android 9; LM-X420) AppleWebKit/537.36 (KHTML like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.11.2.5118,Edge Mobile,45-11-2,LM-X420,Android,9-None-None,Tablet,Generic_Android,LM-X420
127,Mozilla/5.0 (Linux; Android 10; MED-LX9; HMSCore 5.0.5.300) AppleWebKit/537.36 (KHTML like Gecko) Chrome/78.0.3904.108 HuaweiBrowser/10.1.2.320 Mobile Safari/537.36,Chrome,78-0-3904,Huawei Browser,Android,10-None-None,Tablet,Huawei,Browser
128,Mozilla/5.0 (Linux; Android 9; SM-G950F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (28/9; 480dpi; 1080x2076; samsung; SM-G950F; dreamlte; samsungexynos8895; pt_BR; 262886995),Instagram,169-1-0,Samsung SM-G950F,Android,9-None-None,Tablet,Samsung,SM-G950F
129,Mozilla/5.0 (Linux; Android 10; M2006C3LG Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm,Google,11-41-10,M2006C3LG,Android,10-None-None,Tablet,Generic_Android,M2006C3LG
130,Mozilla/5.0 (Linux; Android 9; SM-A750FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,Samsung SM-A750FN,Android,9-None-None,Tablet,Samsung,SM-A750FN
131,Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Build/OPPS28.65-37-7-11; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (27/8.1.0; 480dpi; 1080x1776; motorola; Moto G (5S); montana; qcom; pt_BR; 262886988),Instagram,169-1-0,Moto G (5S),Android,8/1/00,Tablet,Motorola,G(5S)
132,Mozilla/5.0 (Linux; Android 10; motorola one Build/QPKS30.54-22-14; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (29/10; 272dpi; 720x1376; motorola; motorola one; deen_sprout; qcom; pt_BR; 262886993),Instagram,169-1-0,motorola one,Android,10-None-None,Tablet,Generic_Android,motorolaone
133,Mozilla/5.0 (Linux; Android 10; SM-A305GT Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/86.0.4240.110 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/298.0.0.46.116;],Facebook,298-0-0,Samsung SM-A305GT,Android,10-None-None,Tablet,Samsung,SM-A305GT
134,Mozilla/5.0 (Linux; Android 9; SM-G950F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GoogleApp/11.41.10.23.arm64,Chrome Mobile WebView,87-0-4280,Samsung SM-G950F,Android,9-None-None,Tablet,Samsung,SM-G950F
135,Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; ALCATELONETOUCH; FierceXL) AppleWebKit/537.36 (KHTML like Gecko) Chrome/51.0.2704.79 Mobile Safari/537.36 Edge/14.14393,Edge Mobile,14-14393-None,Generic Smartphone,Windows Phone,10-0-None,Phone,Generic,Smartphone
136,Mozilla/5.0 (Linux; Android 10; Nokia 5.1 Plus Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/86.0.4240.110 Mobile Safari/537.36 GSA/11.33.9.23.arm64,Google,11-33-9,Nokia 5.1 Plus,Android,10-None-None,Tablet,Nokia,5.1Plus
137,Mozilla/5.0 (Linux; arm_64; Android 10; BKL-L09) AppleWebKit/537.36 (KHTML like Gecko) Chrome/86.0.4240.198 YaBrowser/20.11.2.69.00 SA/3 Mobile Safari/537.36,Yandex Browser,20-11-2,Huawei BKL-L09,Android,10-None-None,Tablet,Huawei,BKL-L09
138,Mozilla/5.0 (Linux; Android 9; Redmi 7A Build/PKQ1.190319.001; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm,Google,11-41-10,XiaoMi Redmi 7A,Android,9-None-None,Tablet,XiaoMi,Redmi7A
139,Mozilla/5.0 (Linux; Android 8.0.0; SM-G960U Build/R16NW; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36 Viber/14.3.5.7,Chrome Mobile WebView,67-0-3396,Samsung SM-G960U,Android,8-0-0,Tablet,Samsung,SM-G960U
140,Mozilla/5.0 (Linux; Android 9; SM-G955F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/86.0.4240.185 Mobile Safari/537.36 Viber/14.3.5.7,Chrome Mobile WebView,86-0-4240,Samsung SM-G955F,Android,9-None-None,Tablet,Samsung,SM-G955F
141,Mozilla/5.0 (Linux; Android 8.0.0; LLD-L31 Build/HONORLLD-L31; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 Viber/14.4.0.4,Chrome Mobile WebView,63-0-3239,LLD-L31,Android,8-0-0,Tablet,Generic_Android,LLD-L31
142,Mozilla/5.0 (Linux; Android 9; AMN-LX9 Build/HUAWEIAMN-LX9; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm,Google,11-41-10,AMN-LX9,Android,9-None-None,Tablet,Huawei,AMN-LX9
143,Mozilla/5.0 (Linux; Android 6.0.1; SM-G800F Build/MMB29K; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36,Chrome Mobile WebView,83-0-4103,Samsung SM-G800F,Android,6-0-1,Tablet,Samsung,SM-G800F
144,Mozilla/5.0 (Linux; Android 10; Mi A3 Build/QKQ1.190910.002; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,XiaoMi Mi A3,Android,10-None-None,Tablet,XiaoMi,MiA3
145,Mozilla/5.0 (Linux; Android 9; motorola one macro Build/PMD29.70-85-4; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 168.0.0.40.355 Android (28/9; 332dpi; 720x1365; motorola; motorola one macro; lima; mt6771; pt_BR; 261079768),Instagram,168-0-0,motorola one macro,Android,9-None-None,Tablet,Generic_Android,motorolaonemacro
146,Mozilla/5.0 (Linux; Android 9; SM-N950U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,Samsung SM-N950U,Android,9-None-None,Tablet,Samsung,SM-N950U
147,Mozilla/5.0 (Linux; Android 10; SM-G9730) AppleWebKit/537.36 (KHTML like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.1.3076.56744,Opera Mobile,61-1-3076,Samsung SM-G9730,Android,10-None-None,Tablet,Samsung,SM-G9730
148,Mozilla/5.0 (Linux; Android 10; SM-A315G Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GoogleApp/11.40.12.23.arm64,Chrome Mobile WebView,87-0-4280,Samsung SM-A315G,Android,10-None-None,Tablet,Samsung,SM-A315G
149,Mozilla/5.0 (Linux; Android 9; moto g(8) play Build/PMDS29.70-85-2; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (28/9; 280dpi; 720x1381; motorola; moto g(8) play; lima; mt6771; pt_BR; 262886987),Instagram,169-1-0,moto g(8) play,Android,9-None-None,Tablet,Generic_Android,motog(8)play
150,Mozilla/5.0 (Linux; Android 10; SM-N9600 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (29/10; 420dpi; 1080x2094; samsung; SM-N9600; crownqltechn; qcom; pt_BR; 262886995),Instagram,169-1-0,Samsung SM-N9600,Android,10-None-None,Tablet,Samsung,SM-N9600
151,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 10.0; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; Tablet PC 2.0; Zoom 3.6.0; Microsoft Outlook 16.0.11328; ms-office; MSOffice 16),Outlook,2016-None-None,Other,Windows,10-None-None,Computer,None,None
152,Mozilla/5.0 (Linux; Android 10; Mi Note 10 Build/QKQ1.190825.002; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.38.8.23.arm64,Google,11-38-8,XiaoMi Mi Note 10,Android,10-None-None,Tablet,XiaoMi,MiNote10
153,Mozilla/5.0 (Linux; Android 5.1; MotoE2(4G-LTE)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36,Chrome Mobile,86-0-4240,MotoE2(4G-LTE),Android,5-1-None,Tablet,Generic_Android,MotoE2(4G-LTE)
154,Mozilla/5.0 (Linux; Android 8.0.0; SM-J810F Build/R16NW; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.40.12.23.arm,Google,11-40-12,Samsung SM-J810F,Android,8-0-0,Tablet,Samsung,SM-J810F
155,Mozilla/5.0 (iPhone; CPU iPhone OS 14_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML like Gecko) Mobile/15E148 Instagram 169.0.0.21.133 (iPhone105; iOS 14_3; pt_BR; pt-BR; scale=2.88; 1080x1920; 261791898),Instagram,169-0-0,iPhone,iOS,14-3-None,Phone,Apple,iPhone105
156,Mozilla/5.0 (Linux; Android 9; SM-A105FN Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm,Google,11-41-10,Samsung SM-A105FN,Android,9-None-None,Tablet,Samsung,SM-A105FN
157,Mozilla/5.0 (Linux; Android 10; SM-J600GT Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (29/10; 320dpi; 720x1384; samsung; SM-J600GT; j6lte; samsungexynos7870; pt_BR; 262886987),Instagram,169-1-0,Samsung SM-J600GT,Android,10-None-None,Tablet,Samsung,SM-J600GT
158,Mozilla/5.0 (Linux; Android 10; SM-G985F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/80.0.3987.119 Mobile Safari/537.36 Viber/14.4.0.4,Chrome Mobile WebView,80-0-3987,Samsung SM-G985F,Android,10-None-None,Tablet,Samsung,SM-G985F
159,Mozilla/5.0 (Linux; Android 9; SM-N950F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm64,Google,11-41-10,Samsung SM-N950F,Android,9-None-None,Tablet,Samsung,SM-N950F
160,Mozilla/5.0 (Linux; Android 10; SM-A505F Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36 GSA/11.38.8.23.arm64,Google,11-38-8,Samsung SM-A505F,Android,10-None-None,Tablet,Samsung,SM-A505F
161,Mozilla/5.0 (Linux; Android 10; SM-T515 Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Safari/537.36,Chrome Mobile WebView,87-0-4280,Samsung SM-T515,Android,10-None-None,Tablet,Samsung,SM-T515
162,Mozilla/5.0 (Linux; Android 6.0.1; vivo 1606 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 GSA/11.41.10.23.arm,Google,11-41-10,vivo 1606,Android,6-0-1,Tablet,vivo,1606
163,Mozilla/5.0 (Linux; Android 9; Notepad_K10 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Safari/537.36 GSA/11.40.12.23.arm,Google,11-40-12,Notepad_K10,Android,9-None-None,Tablet,Generic_Android_Tablet,Notepad_K10
164,Mozilla/5.0 (Linux; Android 10; moto g(7) power Build/QPOS30.52-29-9; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/87.0.4280.101 Mobile Safari/537.36 Instagram 169.1.0.29.135 Android (29/10; 320dpi; 720x1371; motorola; moto g(7) power; ocean_t; qcom; pt_BR; 262886993),Instagram,169-1-0,moto g(7) power,Android,10-None-None,Tablet,Generic_Android,motog(7)power
165,Dalvik/2.1.0 (Linux; U; Android 10; motorola razr (2020) Build/QPSS30.205-Q3-43-16-3-3),Other,None-None-None,motorola razr (2020,Android,10-None-None,Tablet,Generic_Android,motorolarazr(2020
