item_id,item_desc,dept_id,dept_desc,catg_id,catg_desc,prodClass,prodBrand,item_price,item_cost,next_dept_id,next_catg_id,item_weight
4416-ed7e,3 Pack - St. Ives Soft and Silky,11,Personal Care,17,Bath and Body, Body Wash and Shower Gel,St. Ives,16.99,6.8,8,17,7
4417-1f9b,ST. Mege Skin Tag Remover Wart,8,Health,75,Foot Care, Wart Removers,ST. Mege,17.99,12.59,6,40,13
4418-6355,ST. Mege Skin Tag Remover Wart,8,Health,75,Foot Care, Wart Removers,ST. Mege,16.99,10.19,6,40,10
4419-9ffd,ST. Mege Skin Tag Remover Wart,8,Health,75,Foot Care, Wart Removers,ST. Mege,15.97,7.99,6,40,8
4420-dfde,St. Tropez Self Tan Express Br,4,Beauty,29,Premium Bath and Body, Premium Self Tanners,St. Tropez,71.85,28.74,5,39,29
4421-20ad,($42.50 Value) St. Tropez Tann,4,Beauty,29,Premium Bath and Body, Premium Self Tanners,St. Tropez,22.25,8.9,5,39,9
4422-a588,STABILicers Mens Stabilicers S,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,Stabilicers,34.49,13.8,8,4,14
4423-21c5,Stabilicers Stabilicers Lite,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,STABILicers,18.99,5.7,8,4,6
4424-cc4a,Ultimate ABS Stimulator Abdomi,12,Sports and Outdoors,142,Outdoor Sports, Winter Sports ,StabilityPro,11.94,7.16,8,4,7
4425-ac30,Football Weighted Corner Pylon,12,Sports and Outdoors,144,Sports, Football Gear and Equipment ,Stackhouse,50.46,25.23,8,19,25
4426-8fda,Stamina Elite Total Body Recum,8,Health,70,Ear Care, Ear Muffs,Stamina,699,209.7,6,57,210
4427-d615,Stamina InMotion Strider with ,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,Stamina,99,69.3,8,6,69
4429-4599,GEM Pump Chain Sprocket w/Shaf,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Stanley Porcelain Factory,24.95,7.49,8,13,7
4430-5810,Stans QR axle caps rear XD Typ,12,Sports and Outdoors,140,Bikes, Bike Components ,Stans,20,6,8,13,6
4431-6c9e,Stansports Single Burner Propa,8,Home and Garden,111,Kitchen and Dining, Pots and Pans ,Stansport,26.99,10.8,6,154,11
4432-ea86,Brighton Enzyme Plus Odor Elim,10,Household Essentials,121,Bathroom, Air Freshener and Deodorizer Refills,Staples,27.49,8.25,8,130,8
4433-9479,Star Wars Episode 7 Pillow Bud,8,Home and Garden,110,Kids Rooms, Kids Bedding ,Star Wars,25.64,12.82,6,136,13
4437-b2df,Fishing Flap Caps Men Women Wi,3,Baby,9,Car Seats, Car Seat Accessories ,Starrynight,15.5,9.3,5,14,9
4438-d799,4 in 1 Sling N Seat Tub,3,Baby,12,Health and Safety, Baby Bath ,StationX,44.92,17.97,5,18,18
4439-a24c,StaTru/Osco 700X25C St725 Allo,12,Sports and Outdoors,140,Bikes, Bike Components ,StaTru/Osco,51.99,26,8,13,26
4441-45c7,6 Pack - STAYFREE Maxi Pads De,11,Personal Care,133,Feminine Care, All Feminine Care,Stayfree,31.65,22.16,8,22,22
4442-2fd0,Stealth Cam G45NG Pro 14.0-Meg,8,Health,78,Home Health Care, Canes ,Stealth Cam,139,83.4,6,86,83
4443-7f6c,STEALTH CAM ANDROID CARD READE,8,Health,78,Home Health Care, Canes ,STEALTH CAM,9.16,6.41,6,86,6
4444-915d,Stearns Aqueous Extreme Paddle,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Stearns,54.99,32.99,8,4,33
4445-55e9,Stearns 2000004522 2000004522;,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Stearns,58.16,23.26,8,4,23
4446-eaa3,Stearns Child Classic Nylon Ve,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,STEARNS,33.88,16.94,8,4,17
4447-1bdf,Puddle Jumper Kids Hydroprene ,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Stearns,30.33,15.17,8,4,15
4448-c199,Step and Go 7 Squatty Toilet ,12,Sports and Outdoors,144,Sports, Golf Equipment ,Step and Go,12.74,3.82,8,19,4
4449-637c,Step2 Great Outdoors Playhouse,1,Toys,150,Outdoor Play, Kids Playhouses ,Step2,167.99,50.4,5,20,50
4450-5f6f,Valsure Detergent 1 Gallon 1 C,10,Household Essentials,125,Laundry, Laundry Detergents,STERIS,30.47,21.33,8,121,21
4451-6a02,10 Pcs of 100 Watt E11 Base Mi,10,Household Essentials,126,Light Bulbs, Halogen Bulbs,Sterl Lighting,19.99,10,8,124,10
4452-a188,Pack of 10 25 Watt White G16.5,10,Household Essentials,126,Light Bulbs, Globe Light Bulbs,Sterl Lighting,12.49,6.25,8,124,6
4453-64f5,Pack OF 10 J118/150W/120V J Ty,10,Household Essentials,126,Light Bulbs, Halogen Bulbs,Sterl Lighting,11.99,4.8,8,124,5
4454-b7b0,Sterling International YJTD-DB,8,Home and Garden,104,Garden Center, Insect and Pest Control,STERLING INTERNATIONAL,77.59,46.55,6,132,47
4455-711a,Stim-U-Dent Plaque Removers - ,11,Personal Care,136,Oral Care, Dental Floss,Stim U Dent,7.99,4,8,22,4
4456-a169,StingRay SR-XRIII-1 XRIII Hydr,8,Health,94,Superfoods and Cleanses, Detox Drinks,StingRay,125,75,6,138,75
4457-55f0,Stokke Steps Cushion - Red,3,Baby,13,Nursery and Decor, Baby Cribs ,Stokke,41.65,29.16,5,19,29
4458-98dc,STONETECH Stone and Tile Cleaner,10,Household Essentials,123,Cleaning Supplies, All-Purpose Cleaners,STONETECH,85.24,51.14,8,139,51
4459-227e,StoneTech Oil Stain Remover Cl,10,Household Essentials,123,Cleaning Supplies, All-Purpose Cleaners,stonetech,70.74,42.44,8,139,42
4461-b463,Storkcraft Roland 6 Drawer Dre,3,Baby,13,Nursery and Decor, Baby Dressers ,Storkcraft,399.99,160,5,19,160
4462-8d63,Storkcraft Tuscany Glider and ,3,Baby,13,Nursery and Decor, Gliders and Rocking Chairs ,Storkcraft,178.99,125.29,5,19,125
4463-158c,Storm WildEye Live Minnow Fish,12,Sports and Outdoors,144,Sports, Sports and Duffel Bags,Storm,8.63,4.32,8,19,4
4464-938e,Storm Mix Urethane Bowling Bal,12,Sports and Outdoors,144,Sports, Bowling ,Storm Bowling,69.95,41.97,8,19,42
4466-2e31,Stresstabs Anti-Stress Supplem,8,Health,95,Vitamins and Supplements, Minerals ,Stresstabs,10.86,4.34,6,102,4
4467-e51c,Strike King Bitsy Tube Mustard,12,Sports and Outdoors,140,Bikes, Kids Bikes ,Strike King,6.95,2.78,8,13,3
4468-65f0,Royal Flush 4x4 - Royal/Black,12,Sports and Outdoors,144,Sports, Sports and Duffel Bags,Strikeforce Bowling,214.95,107.48,8,19,107
4469-45f9,Flexx Single Ball Bowling Tote,12,Sports and Outdoors,144,Sports, Bowling ,Strikeforce Bowling,34.81,10.44,8,19,10
4470-30be,String King Mark 2A Attack Typ,12,Sports and Outdoors,144,Sports, Lacrosse ,String King,204.13,61.24,8,19,61
4471-f44d,String King Mark 2A Attack Uns,12,Sports and Outdoors,144,Sports, Lacrosse ,String King,84.99,34,8,19,34
4472-5706,stringking lacrosse player str,12,Sports and Outdoors,144,Sports, Lacrosse ,string-king,35.39,10.62,8,19,11
4473-49b2,Strong Camel 4 Foldable Foldin,12,Sports and Outdoors,144,Sports, Gymnastics,Strong Camel,98.22,39.29,8,19,39
4474-f5be,Sturmey Archer SLS30-T Thumb S,12,Sports and Outdoors,140,Bikes, Bike Components ,Sturmey Archer,43.31,30.32,8,13,30
4475-dda2,STX Mens Hammer 500 Enduraform,12,Sports and Outdoors,144,Sports, Lacrosse ,STX,143.95,43.19,8,19,43
4476-6f58,STX XPR 50 Womens Field Hockey,12,Sports and Outdoors,144,Sports, Field Hockey ,STX,90.85,54.51,8,19,55
4477-760f,STX Adult Field Hockey Rash Gu,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,STX,35.39,17.7,8,4,18
4478-7bc5,Suave Hand and Body Lotion wit,11,Personal Care,17,Bath and Body, Hand Lotions and Creams,Suave,25.76,12.88,8,17,13
4479-ecef,4 Pack - Suave Naturals Body L,11,Personal Care,17,Bath and Body, Body Lotions and Creams,Suave,18.19,7.28,8,17,7
4480-0b19,Suave Max Hold 8 Non Aerosol H,4,Beauty,25,Hair Care, Hair Styling Products ,Suave,5.34,3.2,5,14,3
4481-1286,Subwing Carbon Matte,12,Sports and Outdoors,142,Outdoor Sports, Water Sports ,Subwing,708.33,495.83,8,4,496
4482-0b65,Sudafed PE Maximum Strength No,8,Health,60,Allergy and Sinus, Allergy Medicine,SUDAFED,6.48,3.89,6,50,4
4485-9188,Suite Bebe Blakely Changing Ta,3,Baby,13,Nursery and Decor, Changing Tables ,Suite Bebe,159,63.6,5,19,64
4486-d96a,Suja Energy Shot with Coffeebe,8,Health,94,Superfoods and Cleanses, Superfoods ,Suja,44.85,22.43,6,138,22
4487-c79b,8 Replacement Summer Waves Ova,3,Baby,12,Health and Safety, Baby Proofing,Summer Escapes,42.95,25.77,5,18,26
4488-0f7c,Summer Infant Deluxe Piddle Pa,3,Baby,9,Car Seats, Car Seat Accessories ,Summer Infant,21.4,14.98,5,14,15
4489-b64f,SwaddleMe Large Wrapsack,3,Baby,6,Baby and Toddler Toys, Soothers,Summer Infant,15.99,9.59,5,7,10
4490-2ffa,Summer Infant ComfyClean Conto,3,Baby,12,Health and Safety, Baby Proofing,Summer Infant,9.9,4.95,5,18,5
4491-db7e,Summer Waves 1000 Gallons Skim,3,Baby,11,Feeding, Toddler Feeding,Summer Waves,159,111.3,5,7,111
4492-3a98,6 Pack Simply Summers Eve Clea,11,Personal Care,133,Feminine Care, All Feminine Care,Summers Eve,23.08,6.92,8,22,7
4493-7a58,2 Pack - Summers Eve Douches I,11,Personal Care,133,Feminine Care, All Feminine Care,Summers Eve,13.01,5.2,8,22,5
4494-87a4,SumpMarine SM10102 1/2HP Clean,11,Personal Care,133,Feminine Care, All Feminine Care,SumpMarine,49.99,20,8,22,20
4495-be84,Sun and Fun 23Sandbox Castle 2-,1,Toys,152,Shop Toys by Age, Toys for Kids 2 to 4 Years ,Sun and Fun,33.99,23.79,5,20,24
4496-4dc8,Sun Bicycles Replacement Fork ,12,Sports and Outdoors,140,Bikes, Bike Components ,Sun Bicycles,12.09,8.46,8,13,8
4497-898d,Moisturizing Sunscreen Spray S,11,Personal Care,138,Sun Care, Sunscreen,Sun Bum,11.19,4.48,8,5,4
4500-a0df,Sunco Lighting 1 Pack G25 Glob,10,Household Essentials,126,Light Bulbs, LED Light Bulbs,Sunco Lighting,9.99,4,8,124,4
4501-5385,2 Pack Sundance Vitamins Fish ,8,Health,95,Vitamins and Supplements, Fish Oils and Omegas ,Sundance,15.08,9.05,6,102,9
4502-bcdb,Sunday Afternoons Aero Visor,12,Sports and Outdoors,140,Bikes, Bike Apparel and Footwear ,Sunday Afternoons,54.75,21.9,8,13,22
4503-bba2,Sundown Naturals Vegetarian Om,8,Health,95,Vitamins and Supplements, Fish Oils and Omegas ,Sundown Naturals,36.06,25.24,6,102,25
4504-3d73,Sundown Naturals Super Cranber,8,Health,95,Vitamins and Supplements, Estrogen Capsules,Sundown Naturals,15.23,6.09,6,102,6
4505-3c62,Sundown Naturals 1290 mg 60 ct,8,Health,95,Vitamins and Supplements, Fish Oils and Omegas ,Sundown Naturals,8.21,3.28,6,102,3
4506-b3cb,Sundown Naturals Sublingual Me,8,Health,62,Caregiver, Conditional Supplements ,Sundown Naturals,4.89,2.45,6,63,2
4507-da6a,Sundown Naturals DHEA 50 mg 60,8,Health,95,Vitamins and Supplements, Supplements,Sundown Naturals,5.99,2.4,6,102,2
4508-1608,SUNFLOWERS by Elizabeth Arden ,4,Beauty,29,Premium Bath and Body, Premium Body Lotions,SUNFLOWERS,17.81,12.47,5,39,12
4509-9de8,6-Pack Sunlite LED A21 Light B,10,Household Essentials,126,Light Bulbs, Standard Light Bulbs,Sunlite,39.99,12,8,124,12
4510-293b,Sunlite Crankset Ctls Alloy 44,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,29.29,14.65,8,13,15
4511-0d8a,Sunlite Stem MTB Adj Ahd 125 U,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,28.87,20.21,8,13,20
4512-692e,SUNLITE BB SET SUNLT SL55 73x1,12,Sports and Outdoors,140,Bikes, Bike Components ,SUNLITE,24.62,7.39,8,13,7
4513-53c3,Sunlite Fork 24 Cru Uni Hiten ,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,23.19,11.6,8,13,12
4514-3aeb,3 Pack Sunlite A19 LED Bulbs 1,10,Household Essentials,126,Light Bulbs, Standard Light Bulbs,Sunlite,19.99,13.99,8,124,14
4515-b6e4,Sunlite Tire 27X1-1/4 Cst638 B,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,19.94,7.98,8,13,8
4516-cba6,Sunlite Tire 24X1-3/4 S7 Black,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,19.19,13.43,8,13,13
4517-125d,Sunlite Alloy Track Bicycle Pe,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,17.58,12.31,8,13,12
4518-b0f5,Sunlite Derailleur Hanger S-04,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,12.99,7.79,8,13,8
4519-696f,Sunlite Derailleur Hanger S-03,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,11.9,3.57,8,13,4
4520-07f4,Sunlite Tubes Utilit Thorn Res,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,8.99,2.7,8,13,3
4521-d88e,Sunlite Bicycle Inner Tubes 2-,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunlite,8.39,2.52,8,13,3
4522-84bc,TUBES SUNLT UTILIT 29x2.00-2.4,12,Sports and Outdoors,140,Bikes, Bike Components ,SUNLITE,8.28,2.48,8,13,2
4523-1182,Sunlite Composite Water Bottle,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Sunlite,7.29,3.65,8,13,4
4524-949a,BOTTLE CAGE SunLite Alloy Blac,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Sunlite,6.98,2.09,8,13,2
4525-577a,BOTTLE CAGE SUNLT ALY BULK NEO,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Sunlite,6.98,4.19,8,13,4
4526-2f26,SUNLITE 60 watt incandescent c,10,Household Essentials,126,Light Bulbs, All Light Bulbs,Sunlite,5.85,1.76,8,124,2
4527-209e,Sunlite Stirrup Caliper Pads: ,2,Auto and Tires,3,Automotive Replacement Parts, Brakes and Brake Parts ,Sunlite,5.05,2.02,6,2,2
4528-b6e2,Sunmark Deluxe Automatic Wrist,8,Health,78,Home Health Care, Blood Pressure Monitors,SunMark,53,31.8,6,86,32
4529-cccb,Sunmark Nicotine Polacrilex Gu,8,Health,89,Quit Smoking, Mint Nicotine Gum,SunMark,28.09,11.24,6,123,11
4530-5fc1,Sunmark Deluxe Combination Dou,8,Health,80,Laxatives, Enemas,SunMark,17.45,8.73,6,76,9
4531-8998,sunny green wheat grass juice ,8,Health,94,Superfoods and Cleanses, Super Greens ,Sunny Green,14.25,8.55,6,138,9
4532-051a,Sunny Health and Fitness Electri,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,Sunny Health and Fitness,347.27,104.18,8,6,104
4533-7700,Sunny Health Fitness Foldable ,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,Sunny Health and Fitness,107.99,54,8,6,54
4534-f076,Sunny Health Fitness Upright R,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,Sunny Health and Fitness,150.22,105.15,8,6,105
4535-8cea,Sunny Health and Fitness Total,12,Sports and Outdoors,141,Exercise and Fitness, Exercise Machines ,Sunny Health and Fitness,169.99,118.99,8,6,119
4536-877c,Sunrace Slm96 Thumb Shifter 3S,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunrace,24.99,10,8,13,10
4537-0da5,SUN RACE M2T 6x3SP SET INDEXED,12,Sports and Outdoors,140,Bikes, Bike Components ,SUNRACE,11.28,4.51,8,13,5
4538-7417,Sunrace TSM28 Right Twist Shif,12,Sports and Outdoors,140,Bikes, Bike Components ,Sunrace,9.38,6.57,8,13,7
4539-5544,Electric Toothbrush Waterproof,11,Personal Care,136,Oral Care, Electric Toothbrushes,SUNSHINE,19.98,5.99,8,22,6
4541-4559,6 Pack - GUM Eez-Thru Floss Th,11,Personal Care,136,Oral Care, Dental Floss,SUNSTAR BUTLER,16.09,11.26,8,22,11
4542-efe9,Sunwarrior Warrior Blend Organ,8,Health,88,Protein and Fitness, Winter Flavors,Sunwarrior,23.24,16.27,6,106,16
4543-b8d8,Supacaz Super Sticky Kush Coun,12,Sports and Outdoors,140,Bikes, Bike Components ,Supacaz,34.69,17.35,8,13,17
4544-9e3d,Super B Cassette Sprocket Remo,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Super B,13.34,4,8,13,4
4545-1f2e,Super Poligrip Original Formul,11,Personal Care,136,Oral Care, Denture Care,Super Poligrip,8.88,3.55,8,22,4
4547-5cce,Super Tutor Algebra Booster Gr,12,Sports and Outdoors,144,Sports, Volleyball ,Super Tutor,28.27,11.31,8,19,11
4548-cf98,SUPERHOMUSE Anti Snore Devices,8,Health,93,Sleep and Snoring Aids, Snoring,SUPERHOMUSE,13.06,6.53,6,104,7
4549-f8ca,SUPERHOMUSE Professional Pedic,8,Health,75,Foot Care, Foot Files,SUPERHOMUSE,8.6,3.44,6,40,3
4550-b073,SUPERHOMUSE Hand held Counter ,12,Sports and Outdoors,144,Sports, Track and Field Equipment,SUPERHOMUSE,7.49,5.24,8,19,5
4553-fc39,Superior Source - No Shot B12 ,8,Health,95,Vitamins and Supplements, Letter Vitamins ,Superior Source,26.82,8.05,6,102,8
4554-5a13,Omeprazole Delayed Release Dis,8,Health,59,Acid Reflux, Omeprazole,Supersale.99,27.98,19.59,6,62,20
4555-481e,3 Pack - Macks Pillow Soft Sil,8,Health,70,Ear Care, Silicone Ear Plugs,SuperValu Inc.,9.36,5.62,6,57,6
4556-54d4,Night Splint Dorsal Plantar Fa,8,Health,75,Foot Care, Insoles,SureCare,24.95,7.49,6,40,7
4557-ba37,EP3 Sonic Defenders Earplugs,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,SureFire,12.48,3.74,8,4,4
4558-4ca0,Surefire EP5 EarPro Sonic Defe,12,Sports and Outdoors,142,Outdoor Sports, Shooting ,SureFire,11.49,8.04,8,4,8
4559-e33a,4 Emergency Rescue Space Therm,3,Baby,12,Health and Safety, Baby Health Care,surgical online,12.13,6.07,5,18,6
4560-c2fe,Surya Quatro QUA-2310 Area Rug,8,Home and Garden,101,Decor, Rugs ,Surya,375,150,6,139,150
4561-938b,Surya Athena ATH-5001 Area Rug,8,Home and Garden,111,Kitchen and Dining, Dining and Entertaining ,Surya,237,94.8,6,154,95
4562-2b13,Surya Skyline III Decorative T,8,Home and Garden,101,Decor, Throw Pillows ,Surya,80.99,56.69,6,139,57
4563-8002,Surya Dewdrop Decorative Throw,8,Home and Garden,117,Teens Rooms, Teens Decor ,Surya,33.99,17,6,135,17
4564-668d,Transitional AWLT3052-23 Door ,8,Home and Garden,117,Teens Rooms, Teens Decor ,Surya,30,9,6,135,9
4565-4da2,SwaddleDesigns SwaddleLite Set,3,Baby,12,Health and Safety, Baby Proofing for Newborns,SwaddleDesigns,62.68,43.88,5,18,44
4566-f5ee,SwaddleMe Original Swaddle 2-p,3,Baby,12,Health and Safety, Baby Proofing for Newborns,SwaddleMe,46.06,27.64,5,18,28
4567-dd93,Swagman 64692 Quad 2 plus 2 Bi,12,Sports and Outdoors,140,Bikes, Bike Accessories ,Swagman,575,345,8,13,345
4568-77d9,Swanson Brewers Yeast Formula ,8,Health,95,Vitamins and Supplements, Letter Vitamins,Swanson Pet Nutrition,8.85,4.43,6,102,4
4569-b113,Swanson Boswellia Capsules 800,8,Health,95,Vitamins and Supplements, Herbal Supplements ,Swanson Premium,6.65,3.99,6,102,4
4570-c57e,Swanson Turmeric Root Capsules,8,Health,95,Vitamins and Supplements, Herbal Supplements ,Swanson Premium,6.56,3.28,6,102,3
4571-884b,Swanson Maximum Strength Celer,8,Health,95,Vitamins and Supplements, Minerals ,Swanson Superior Herbs,9.99,3,6,102,3
4572-d60d,Swanson Probiotic Complex Vege,8,Health,87,Probiotics, Natures Bounty Probiotics,Swanson Ultra,12.3,8.61,6,58,9
4576-51a9,Sweet n Sassy Girls Plush Robe,6,Clothing,50,Sleepwear Shop, Kids Sleepwear ,Sweet n Sassy,17.49,5.25,8,41,5
4580-41a9,swiig Vanilla Whey Protein Mat,8,Health,88,Protein and Fitness, Protein Powder ,swiig,46.49,27.89,6,106,28
4581-ff47,4-in-1 Room to Grow Portable G,1,Toys,150,Outdoor Play, Bounce Houses ,Swim Central,181.49,90.75,5,20,91
4582-298f,Water Sports Cross Volleyball ,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swim Central,83.99,50.39,5,20,50
4583-3809,Swimline 24 Water Sports Supe,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swim Central,39.59,19.8,5,20,20
4584-f5c0,Pool Master 40 Inflatable Mom,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swim Central,29.69,17.81,5,20,18
4585-ff53,Swimline Swimming Pool Inflata,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swimline,79.99,47.99,5,20,48
4586-ff4f,16x32 Dark Blue Winter Rectang,1,Toys,150,Outdoor Play, Swimming Pools and Spas ,Swimline,68.99,48.29,5,20,48
4587-0164,Swimline Hydrotools 89900 Pool,1,Toys,150,Outdoor Play, Swimming Pools and Spas ,Swimline,61.99,43.39,5,20,43
4588-2aa3,Swimline 90623 Swimming Pool K,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swimline,49.99,29.99,5,20,30
4589-f14a,Hydrotools 8610 Premium Swimmi,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swimline,45.99,23,5,20,23
4590-0f75,New Swimline Solstice 15181SF ,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swimline,39.99,20,5,20,20
4591-f22f,Laser Shark Inflatable Swimmin,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swimline,17.55,7.02,5,20,7
4592-52c8,Hydro Tools Digital Pool/Spa T,1,Toys,150,Outdoor Play, Floats and Pool Games ,Swimline,10.99,6.59,5,20,7
4593-390a,Swing Set Stuff Tire Swing Kit,1,Toys,150,Outdoor Play, Swing Sets ,Swing Set Stuff,183.61,110.17,5,20,110
4594-f07e,Swing Set Stuff Inc. 36 Rope ,1,Toys,154,Shop Toys by Price, Shop Toys by Price,Swing Set Stuff,61.79,18.54,5,22,19
4595-a1c9,Swing Set Stuff Inc. Replaceme,1,Toys,154,Shop Toys by Price, Shop Toys by Price,Swing Set Stuff,12.02,8.41,5,22,8
4596-cf22,Swing-N-Slide Blue 5 Turbo Tub,1,Toys,154,Shop Toys by Price, Shop Toys by Price,Swing-N-Slide,250.58,125.29,5,22,125
4597-96ad,Swing-N-Slide Yellow Speedwave,1,Toys,154,Shop Toys by Price, Shop Toys by Price,Swing-N-Slide,296.41,177.85,5,22,178
4598-5de7,Swing-N-Slide Child Swing with,1,Toys,150,Outdoor Play, Swing Sets ,Swing-N-Slide,36.42,21.85,5,20,22
4600-4bb3,Switch Sticks Folding Walking ,8,Health,78,Home Health Care, Canes ,Switch Sticks,25.99,7.8,6,86,8
4601-458b,Sylvania Tungsten Halogen Lamp,10,Household Essentials,126,Light Bulbs, All Light Bulbs,Sylvania,55.29,38.7,8,124,39
4602-d58f,(25 Pack) Sylvania 20880 CF26D,10,Household Essentials,126,Light Bulbs, Tube Light Bulbs,Sylvania,109.99,65.99,8,124,66
4603-36f7,Sylvania 16564 - 39PAR30LN/HAL,10,Household Essentials,126,Light Bulbs, Halogen Bulbs,Sylvania,23.6,11.8,8,124,12
4604-73fa,ENH bulb Osram Sylvania MR16 2,10,Household Essentials,126,Light Bulbs, All Light Bulbs,Sylvania,13.91,8.35,8,124,8
4605-492e,Sylvania 7443 SilverStar Mini ,10,Household Essentials,126,Light Bulbs, Incandescent Bulbs,Sylvania,11.99,8.39,8,124,8
4606-8c6e,Osram Sylvania 16168 - 60 Watt,10,Household Essentials,126,Light Bulbs, Halogen Bulbs,Sylvania,8.11,3.24,8,124,3
4607-f7c7,ENX Bulb - OSRAM SYLVANIA 360w,10,Household Essentials,126,Light Bulbs, All Light Bulbs,Sylvania,7.76,5.43,8,124,5
4608-778c,Synergee Gymnastic Rings Diame,12,Sports and Outdoors,144,Sports, Gymnastics,Synergee,34.95,20.97,8,19,21
4609-c1be,Nectar Grab N Go Crystal Sky S,8,Health,88,Protein and Fitness, Protein Powder ,Syntrax,30.97,12.39,6,106,12
4610-924a,Womens Fashion Long Sleeve Swe,6,Clothing,52,Womens Clothing, Womens Sweaters,SySea,36.99,18.5,8,45,19
4611-9d4d,Systane Liquid Gel Lubricant E,8,Health,71,Eye Care, Eye Gels,Systane,16,11.2,6,43,11
4612-1f63,Systane I Caps Eye Vitamin Min,8,Health,71,Eye Care, Eye Drops,Systaneandnbsp;,21.42,14.99,6,43,15
4613-196e,T-H Marine GFH-1R-DP G-Force H,12,Sports and Outdoors,141,Exercise and Fitness, Yoga ,T-H Marine,29.71,17.83,8,6,18
4614-8834,($250 Value) T3 Luxe 2i Profes,4,Beauty,35,Premium Hair Care and Hair Tools, Premium Hair Dryers,T3,129.97,90.98,5,43,91
4616-2777,Tablecraft Products Company KK,10,Household Essentials,127,Paper and Plastic, Plastic Wrap,TableCraft,53.26,37.28,8,146,37
4617-0b2e,tachikara sv5wsc comp vball ny,12,Sports and Outdoors,144,Sports, Volleyball ,tachikara,63.89,31.95,8,19,32
4618-c913,Tadpoles 24 Playmat Set 4pc M,3,Baby,7,Baby Activities and Gear, Gyms and Playmats,Tadpoles,19,13.3,5,23,13
4619-ed94,Men Electric Shaver and Groomi,11,Personal Care,137,Shaving, Electric Shavers,TalkWorks,44.99,18,8,8,18
4620-ef12,Tampax Pocket Pearl Super Abso,11,Personal Care,133,Feminine Care, All Feminine Care,Tampax,12.31,7.39,8,22,7
4621-0405,TAMPAX Pocket Radiant Duopack ,11,Personal Care,133,Feminine Care, All Feminine Care,Tampax,6.97,2.79,8,22,3
4622-1dab,Tampax Pocket Radiant Compact ,11,Personal Care,133,Feminine Care, All Feminine Care,Tampax,6.38,1.91,8,22,2
4623-f067,Tandem Cable Padding,12,Sports and Outdoors,144,Sports, Volleyball ,Tandem Sport,41,20.5,8,19,21
4624-78b5,Tandem Covered Net Tightener,12,Sports and Outdoors,144,Sports, Volleyball ,Tandem Sport,16.91,5.07,8,19,5
4625-63d1,Tanglefree Deluxe 6 Slot Goose,12,Sports and Outdoors,140,Bikes, Bike Components ,Tanglefree,69.99,35,8,13,35
4626-aaed,Weighted Baseball- 9 Ounce,12,Sports and Outdoors,144,Sports, Baseball Gear and Equipment ,TAP Conditioning,14.25,8.55,8,19,9
4628-9049,TASCO Ear MuffsOver-the-HeadNR,8,Health,70,Ear Care, Ear Muffs,TASCO,27.38,19.17,6,57,19
4629-7e89,Tat2X Ink Armor Full Arm Tatto,8,Health,66,Diabetes Care, Diabetic Socks,Tat2X,16.99,11.89,6,64,12
4630-dbed,Taylor K2006 Swimming Pool Wat,12,Sports and Outdoors,140,Bikes, Bike Components ,Taylor,181.35,126.95,8,13,127
4631-efae,Taylor Made 2017 Tour Radar Ha,12,Sports and Outdoors,144,Sports, Golf Equipment ,Taylor Made,23.99,12,8,19,12
