ss_sold_date_sk,ss_sold_time_sk,ss_item_sk,ss_customer_sk,ss_cdemo_sk,ss_hdemo_sk,ss_addr_sk,ss_store_sk,ss_promo_sk,ss_ticket_number,ss_quantity,ss_wholesale_cost,ss_list_price,ss_sales_price,ss_ext_discount_amt,ss_ext_sales_price,ss_ext_wholesale_cost,ss_ext_list_price,ss_ext_tax,ss_coupon_amt,ss_net_paid,ss_net_paid_inc_tax,ss_net_profit
2451146,66929,115,60268,1693248,4981,41914,8,262,50607,44,16.75,20.43,13.68,0.00,601.92,737.00,898.92,6.01,0.00,601.92,607.93,-135.08
2451994,61842,115,12186,358584,5429,42274,7,102,50904,89,11.75,13.27,2.12,58.49,188.68,1045.75,1181.03,0.00,58.49,130.19,130.19,-915.56
2451211,43573,115,13723,877062,6801,30140,1,250,51553,13,36.62,59.69,32.23,0.00,418.99,476.06,775.97,29.32,0.00,418.99,448.31,-57.07
2451842,61885,115,38541,1045145,1349,6706,7,243,51592,47,95.24,112.38,61.80,0.00,2904.60,4476.28,5281.86,29.04,0.00,2904.60,2933.64,-1571.68
2451895,36357,115,8459,502783,1107,30678,10,265,51941,74,70.48,98.67,36.50,2160.80,2701.00,5215.52,7301.58,5.40,2160.80,540.20,545.60,-4675.32
2451796,65565,115,61745,1314111,524,28890,1,244,57846,13,37.52,52.15,10.95,29.89,142.35,487.76,677.95,8.99,29.89,112.46,121.45,-375.30
2452635,71850,115,54490,1209692,6847,42802,2,50,58403,74,2.42,2.78,0.72,0.00,53.28,179.08,205.72,1.06,0.00,53.28,54.34,-125.80
2451536,52311,115,36105,412429,2800,37971,1,183,60294,10,99.46,134.27,33.56,0.00,335.60,994.60,1342.70,20.13,0.00,335.60,355.73,-659.00
2451211,56819,115,82762,470190,818,8246,7,5,60430,45,37.96,69.46,61.12,1732.75,2750.40,1708.20,3125.70,40.70,1732.75,1017.65,1058.35,-690.55
2452144,37294,115,40549,445004,3412,30667,7,242,60650,80,94.78,149.75,13.47,0.00,1077.60,7582.40,11980.00,86.20,0.00,1077.60,1163.80,-6504.80
2451278,32561,115,30183,1826876,2322,30568,1,184,61083,31,75.47,78.48,33.74,0.00,1045.94,2339.57,2432.88,31.37,0.00,1045.94,1077.31,-1293.63
2451418,32901,115,93664,184552,6287,47575,2,119,64483,5,56.68,92.38,9.23,0.00,46.15,283.40,461.90,0.92,0.00,46.15,47.07,-237.25
2451667,64746,115,54218,181095,6019,9696,4,264,64573,28,99.54,137.36,82.41,0.00,2307.48,2787.12,3846.08,184.59,0.00,2307.48,2492.07,-479.64
2452257,38670,115,10213,177099,3632,49718,10,117,65180,96,68.27,68.95,39.99,3339.96,3839.04,6553.92,6619.20,29.94,3339.96,499.08,529.02,-6054.84
2452513,68774,115,99368,1827000,5032,18311,1,16,65981,26,77.23,120.47,91.55,0.00,2380.30,2007.98,3132.22,142.81,0.00,2380.30,2523.11,372.32
2452609,63741,115,64533,185730,6480,27677,2,23,66572,6,58.43,88.22,52.93,0.00,317.58,350.58,529.32,12.70,0.00,317.58,330.28,-33.00
2451031,72228,115,22707,156878,5449,18020,10,243,68239,51,98.60,195.22,29.28,0.00,1493.28,5028.60,9956.22,44.79,0.00,1493.28,1538.07,-3535.32
2451865,46353,115,36511,1438129,3300,24518,4,99,69875,10,18.67,23.52,7.76,70.61,77.60,186.70,235.20,0.27,70.61,6.99,7.26,-179.71
2452276,57831,115,95763,1157038,5866,5894,8,279,70170,60,61.84,66.78,61.43,0.00,3685.80,3710.40,4006.80,184.29,0.00,3685.80,3870.09,-24.60
2450894,63140,115,59177,715461,1698,37535,4,36,72727,45,32.52,56.58,43.00,0.00,1935.00,1463.40,2546.10,96.75,0.00,1935.00,2031.75,471.60
2452635,51729,115,57492,1590492,1445,38798,2,33,72839,59,21.87,28.86,12.69,0.00,748.71,1290.33,1702.74,52.40,0.00,748.71,801.11,-541.62
2452134,48215,115,53822,640707,392,42830,8,168,73191,75,58.97,107.91,47.48,213.66,3561.00,4422.75,8093.25,33.47,213.66,3347.34,3380.81,-1075.41
2451709,43193,115,35724,1908961,951,15741,4,254,73424,86,84.32,148.40,136.52,0.00,11740.72,7251.52,12762.40,821.85,0.00,11740.72,12562.57,4489.20
2451147,46888,115,40840,193350,5507,15217,7,48,73619,50,68.92,117.16,15.23,0.00,761.50,3446.00,5858.00,7.61,0.00,761.50,769.11,-2684.50
2452139,61925,115,31415,1206746,4830,40514,2,204,74084,70,76.84,98.35,36.38,2088.21,2546.60,5378.80,6884.50,41.25,2088.21,458.39,499.64,-4920.41
2451844,52085,115,32943,1298550,4604,18611,10,258,75347,84,13.31,14.64,4.24,106.84,356.16,1118.04,1229.76,19.94,106.84,249.32,269.26,-868.72
2452197,69814,115,38268,1592159,3297,27635,8,262,75499,69,38.07,69.28,63.73,2726.36,4397.37,2626.83,4780.32,66.84,2726.36,1671.01,1737.85,-955.82
2451546,38225,115,12784,220985,33,34681,2,74,76011,86,34.21,67.73,8.80,0.00,756.80,2942.06,5824.78,52.97,0.00,756.80,809.77,-2185.26
2452552,71629,115,10228,356324,1620,2116,8,10,76228,39,49.43,94.41,82.13,480.46,3203.07,1927.77,3681.99,136.13,480.46,2722.61,2858.74,794.84
2451038,49666,115,95390,1058092,1147,35402,10,236,78057,30,54.80,61.92,0.61,0.00,18.30,1644.00,1857.60,1.64,0.00,18.30,19.94,-1625.70
2451896,55284,115,48120,1498906,92,5678,10,192,78204,82,27.53,48.17,3.37,0.00,276.34,2257.46,3949.94,2.76,0.00,276.34,279.10,-1981.12
2450881,36783,115,84355,186617,432,39894,8,103,78470,62,82.32,90.55,73.34,545.64,4547.08,5103.84,5614.10,40.01,545.64,4001.44,4041.45,-1102.40
2451898,53972,115,88894,295400,3953,26106,8,1,79869,14,86.97,146.10,37.98,0.00,531.72,1217.58,2045.40,15.95,0.00,531.72,547.67,-685.86
2451135,68108,115,97062,991588,5667,25793,4,297,79965,70,75.74,90.13,28.84,0.00,2018.80,5301.80,6309.10,121.12,0.00,2018.80,2139.92,-3283.00
2451803,39206,115,9701,941669,390,26358,8,255,79991,25,83.39,120.91,51.99,0.00,1299.75,2084.75,3022.75,90.98,0.00,1299.75,1390.73,-785.00
2451900,52924,115,29826,555965,57,30149,1,85,81072,11,11.36,20.10,4.62,0.00,50.82,124.96,221.10,3.55,0.00,50.82,54.37,-74.14
2451010,71335,115,29651,1482118,3832,13146,7,121,81921,44,64.49,92.22,71.93,0.00,3164.92,2837.56,4057.68,253.19,0.00,3164.92,3418.11,327.36
2450832,43491,115,53424,1051072,4367,5615,10,226,82235,8,49.25,66.48,40.55,165.44,324.40,394.00,531.84,14.30,165.44,158.96,173.26,-235.04
2452211,38501,115,43182,639030,6525,25573,8,102,83609,76,74.04,90.32,87.61,0.00,6658.36,5627.04,6864.32,0.00,0.00,6658.36,6658.36,1031.32
2452448,44599,115,22196,1027658,3073,27335,1,247,84598,54,8.33,15.24,1.21,0.00,65.34,449.82,822.96,1.30,0.00,65.34,66.64,-384.48
2451821,68834,115,NULL,NULL,4918,NULL,NULL,NULL,85146,NULL,65.90,106.75,NULL,NULL,NULL,5140.20,8326.50,NULL,NULL,NULL,NULL,NULL
2451516,52698,115,74112,1832138,917,15296,2,11,85324,97,99.02,189.12,162.64,0.00,15776.08,9604.94,18344.64,1419.84,0.00,15776.08,17195.92,6171.14
2451899,37069,115,28415,938545,4228,39511,1,269,86049,73,88.90,143.12,30.05,0.00,2193.65,6489.70,10447.76,43.87,0.00,2193.65,2237.52,-4296.05
2451254,39790,115,57154,989377,3200,39823,7,126,86150,43,88.58,152.35,53.32,275.13,2292.76,3808.94,6551.05,40.35,275.13,2017.63,2057.98,-1791.31
2451882,43494,115,93479,1040831,4183,17488,10,192,87081,64,54.91,55.45,21.62,0.00,1383.68,3514.24,3548.80,124.53,0.00,1383.68,1508.21,-2130.56
2450868,50978,115,8175,447417,5412,38254,10,251,87140,54,33.74,40.82,28.57,0.00,1542.78,1821.96,2204.28,46.28,0.00,1542.78,1589.06,-279.18
2450910,38111,115,19342,518949,2556,28563,2,214,87294,67,22.60,29.83,14.61,0.00,978.87,1514.20,1998.61,68.52,0.00,978.87,1047.39,-535.33
2451508,45700,115,37451,934816,1334,16299,1,205,88092,35,95.50,118.42,76.97,2209.03,2693.95,3342.50,4144.70,4.84,2209.03,484.92,489.76,-2857.58
2452271,36073,115,78950,114559,4121,21330,4,211,88264,63,35.19,62.99,34.64,0.00,2182.32,2216.97,3968.37,196.40,0.00,2182.32,2378.72,-34.65
2452557,52851,115,99138,782937,1936,33735,7,83,88438,91,28.40,55.38,33.78,0.00,3073.98,2584.40,5039.58,61.47,0.00,3073.98,3135.45,489.58
2451489,62454,115,30155,1484578,4154,26177,7,96,88532,2,65.54,65.54,65.54,66.85,131.08,131.08,131.08,1.28,66.85,64.23,65.51,-66.85
2451035,48937,115,2824,1720309,5794,2126,4,238,88924,29,11.84,22.25,14.24,0.00,412.96,343.36,645.25,33.03,0.00,412.96,445.99,69.60
2451518,70618,115,88671,1869812,5353,30894,8,204,89582,54,48.68,59.38,46.91,0.00,2533.14,2628.72,3206.52,0.00,0.00,2533.14,2533.14,-95.58
2451764,70275,115,85522,287511,5500,42642,1,31,91092,21,57.30,79.07,59.30,174.34,1245.30,1203.30,1660.47,42.83,174.34,1070.96,1113.79,-132.34
NULL,NULL,115,NULL,NULL,852,10689,NULL,131,91262,NULL,35.38,50.94,39.73,NULL,595.95,530.70,NULL,NULL,NULL,NULL,619.78,NULL
2452253,29471,115,58719,238906,5140,15727,2,211,91677,36,16.35,26.32,15.52,0.00,558.72,588.60,947.52,11.17,0.00,558.72,569.89,-29.88
2450850,49616,115,10682,1785785,2488,3638,8,6,91931,10,64.17,88.55,5.31,0.00,53.10,641.70,885.50,0.53,0.00,53.10,53.63,-588.60
2451161,36454,115,79408,1699639,2270,24548,4,218,92101,14,61.11,75.16,7.51,74.64,105.14,855.54,1052.24,0.30,74.64,30.50,30.80,-825.04
2451507,38806,115,90309,1631887,2712,1090,10,206,93288,39,56.18,60.67,1.21,0.00,47.19,2191.02,2366.13,2.83,0.00,47.19,50.02,-2143.83
2451804,NULL,115,NULL,NULL,NULL,46088,NULL,NULL,93935,42,6.56,NULL,0.61,NULL,25.62,275.52,NULL,NULL,NULL,25.62,NULL,-249.90
2452394,73014,115,34216,1440848,1080,37759,1,181,96569,10,16.17,32.01,12.16,0.00,121.60,161.70,320.10,0.00,0.00,121.60,121.60,-40.10
2452081,30655,115,9919,1034544,2722,26147,8,71,97940,79,29.26,36.57,19.74,0.00,1559.46,2311.54,2889.03,46.78,0.00,1559.46,1606.24,-752.08
2452131,34453,115,40946,1912107,2915,15676,7,134,98989,88,61.59,86.84,55.57,0.00,4890.16,5419.92,7641.92,440.11,0.00,4890.16,5330.27,-529.76
2451781,39022,115,64401,1276674,3347,32820,8,40,99752,81,91.79,160.63,107.62,0.00,8717.22,7434.99,13011.03,610.20,0.00,8717.22,9327.42,1282.23
2452111,42567,115,16789,677449,2462,8722,8,45,101349,91,8.38,9.55,9.35,0.00,850.85,762.58,869.05,68.06,0.00,850.85,918.91,88.27
2451169,47945,115,1578,80777,6023,2869,7,69,102049,71,28.40,43.45,38.23,0.00,2714.33,2016.40,3084.95,217.14,0.00,2714.33,2931.47,697.93
2451408,61683,115,38142,1448501,6507,24466,7,265,102311,56,24.89,41.56,33.24,0.00,1861.44,1393.84,2327.36,0.00,0.00,1861.44,1861.44,467.60
2452596,71890,115,66518,670899,4880,31261,4,112,102724,64,91.93,136.97,5.47,0.00,350.08,5883.52,8766.08,24.50,0.00,350.08,374.58,-5533.44
2450969,46006,115,29614,583688,962,6636,10,193,103561,61,2.11,3.22,0.19,11.12,11.59,128.71,196.42,0.00,11.12,0.47,0.47,-128.24
2451879,63160,115,94216,1157696,23,28703,4,91,104010,73,75.26,78.27,66.52,3593.41,4855.96,5493.98,5713.71,12.62,3593.41,1262.55,1275.17,-4231.43
2451179,69753,115,55536,526736,6736,38689,1,208,104247,98,8.31,15.29,5.65,0.00,553.70,814.38,1498.42,22.14,0.00,553.70,575.84,-260.68
2451085,74902,115,71899,1037610,4568,49479,4,202,104996,75,94.53,136.12,4.08,0.00,306.00,7089.75,10209.00,15.30,0.00,306.00,321.30,-6783.75
2452393,53382,115,86841,367941,1394,44894,10,167,105917,90,43.81,81.48,79.03,0.00,7112.70,3942.90,7333.20,142.25,0.00,7112.70,7254.95,3169.80
2451123,30621,115,12544,311400,3056,46665,1,181,106221,24,36.94,72.40,31.85,0.00,764.40,886.56,1737.60,38.22,0.00,764.40,802.62,-122.16
2451124,47716,115,578,698017,256,36495,10,168,106802,3,63.40,64.03,62.10,0.00,186.30,190.20,192.09,13.04,0.00,186.30,199.34,-3.90
NULL,52173,115,NULL,1445663,1878,48140,NULL,59,107144,51,83.53,92.71,2.78,0.00,NULL,NULL,NULL,8.50,0.00,NULL,150.28,-4118.25
2452173,38167,115,40711,821035,5806,11730,4,217,107647,12,37.07,41.14,18.10,102.08,217.20,444.84,493.68,6.90,102.08,115.12,122.02,-329.72
2452010,47176,115,8704,585071,5438,49005,4,158,107676,45,98.51,103.43,94.12,0.00,4235.40,4432.95,4654.35,169.41,0.00,4235.40,4404.81,-197.55
2452209,51852,115,38890,545039,4788,27737,8,198,108181,20,63.52,87.02,30.45,152.25,609.00,1270.40,1740.40,4.56,152.25,456.75,461.31,-813.65
NULL,42447,115,44552,NULL,NULL,7065,NULL,NULL,108638,NULL,90.51,112.23,NULL,14.14,NULL,1267.14,NULL,11.45,14.14,127.26,138.71,NULL
2452383,35218,115,1189,1819691,1746,42248,4,17,108716,97,27.06,37.61,7.14,0.00,692.58,2624.82,3648.17,6.92,0.00,692.58,699.50,-1932.24
2451874,53247,115,72782,939986,3637,42041,10,202,110983,87,98.81,172.91,39.76,0.00,3459.12,8596.47,15043.17,0.00,0.00,3459.12,3459.12,-5137.35
2451710,75278,115,41129,97323,5517,1711,8,293,111904,39,7.32,14.05,13.06,0.00,509.34,285.48,547.95,30.56,0.00,509.34,539.90,223.86
2451535,56148,115,54636,1492088,4387,1086,8,202,112268,91,31.29,61.64,30.20,2445.89,2748.20,2847.39,5609.24,18.13,2445.89,302.31,320.44,-2545.08
2452093,53976,115,40951,1249515,4479,24690,10,72,113162,30,99.92,198.84,125.26,0.00,3757.80,2997.60,5965.20,187.89,0.00,3757.80,3945.69,760.20
2452206,68579,115,59480,1395823,4166,24109,1,277,113790,96,27.41,41.66,23.74,45.58,2279.04,2631.36,3999.36,156.34,45.58,2233.46,2389.80,-397.90
2451731,44099,115,37367,839044,5874,36304,7,102,114941,76,49.39,72.60,71.87,0.00,5462.12,3753.64,5517.60,109.24,0.00,5462.12,5571.36,1708.48
2451766,50885,115,9090,11795,4547,32899,1,56,115313,91,57.01,57.01,21.09,0.00,1919.19,5187.91,5187.91,172.72,0.00,1919.19,2091.91,-3268.72
2450916,43309,115,97524,354314,3457,26647,7,59,116075,77,90.49,146.59,2.93,0.00,225.61,6967.73,11287.43,0.00,0.00,225.61,225.61,-6742.12
2451840,51170,115,15466,409399,1732,44418,4,220,116151,43,58.39,110.35,104.83,0.00,4507.69,2510.77,4745.05,315.53,0.00,4507.69,4823.22,1996.92
2451424,61391,115,32082,635579,5123,27867,10,73,118530,39,19.37,34.86,30.67,0.00,1196.13,755.43,1359.54,35.88,0.00,1196.13,1232.01,440.70
2451833,34929,115,98786,962034,4129,20977,8,106,118958,7,61.49,101.45,6.08,0.00,42.56,430.43,710.15,2.55,0.00,42.56,45.11,-387.87
2451411,72422,115,27055,77770,485,16047,7,287,119140,99,5.18,7.25,6.52,0.00,645.48,512.82,717.75,32.27,0.00,645.48,677.75,132.66
2452272,33049,115,81805,1384678,351,16424,1,19,120365,30,58.64,60.39,58.57,0.00,1757.10,1759.20,1811.70,87.85,0.00,1757.10,1844.95,-2.10
2452498,55482,115,54427,1222563,5452,45541,4,148,120686,28,97.77,154.47,137.47,2117.03,3849.16,2737.56,4325.16,34.64,2117.03,1732.13,1766.77,-1005.43
2452164,66347,115,80469,453051,6433,31368,2,252,121329,66,79.15,155.13,121.00,6388.80,7986.00,5223.90,10238.58,63.88,6388.80,1597.20,1661.08,-3626.70
2452198,42009,115,35756,1284430,7057,20531,2,5,121708,25,47.37,49.73,2.48,0.00,62.00,1184.25,1243.25,4.34,0.00,62.00,66.34,-1122.25
2452015,54476,115,88825,1773521,4970,38866,4,250,122395,48,87.64,114.80,56.25,0.00,2700.00,4206.72,5510.40,0.00,0.00,2700.00,2700.00,-1506.72
2452548,42875,115,58991,1212008,3425,25242,4,216,123178,97,48.86,83.06,38.20,0.00,3705.40,4739.42,8056.82,222.32,0.00,3705.40,3927.72,-1034.02
2451355,42457,115,72901,904864,2074,14437,10,206,124554,58,2.96,3.22,2.51,0.00,145.58,171.68,186.76,1.45,0.00,145.58,147.03,-26.10
2451067,62394,115,67363,1817540,1764,18341,8,297,128074,23,99.74,166.56,88.27,0.00,2030.21,2294.02,3830.88,182.71,0.00,2030.21,2212.92,-263.81
2452509,52016,115,88394,1312007,67,26480,10,285,128449,74,36.54,67.23,28.23,0.00,2089.02,2703.96,4975.02,125.34,0.00,2089.02,2214.36,-614.94
2451333,61822,115,52769,328760,1198,27636,7,288,129014,86,10.94,15.31,3.36,0.00,288.96,940.84,1316.66,5.77,0.00,288.96,294.73,-651.88
2452200,69707,115,22039,592588,4290,31639,10,14,133598,1,86.96,134.78,115.91,0.00,115.91,86.96,134.78,9.27,0.00,115.91,125.18,28.95
2451495,47312,115,48793,309099,1405,19664,7,160,134567,52,98.10,116.73,96.88,0.00,5037.76,5101.20,6069.96,100.75,0.00,5037.76,5138.51,-63.44
2451093,35585,115,90514,1466336,5358,31180,2,179,136350,59,3.62,6.15,5.28,0.00,311.52,213.58,362.85,15.57,0.00,311.52,327.09,97.94
2451951,70477,115,70118,1348253,435,37370,10,104,137811,31,55.65,102.39,73.72,0.00,2285.32,1725.15,3174.09,182.82,0.00,2285.32,2468.14,560.17
2451940,51217,115,50982,1247432,6282,27485,4,260,138810,24,18.72,20.03,2.00,0.00,48.00,449.28,480.72,0.96,0.00,48.00,48.96,-401.28
NULL,65697,115,NULL,NULL,1855,NULL,NULL,NULL,138928,NULL,NULL,67.83,NULL,NULL,NULL,4239.95,NULL,NULL,NULL,87.75,NULL,NULL
2451161,36524,115,35687,852836,5985,37934,7,59,140137,26,87.82,113.28,100.81,1362.95,2621.06,2283.32,2945.28,0.00,1362.95,1258.11,1258.11,-1025.21
2451472,35248,115,48146,849604,3415,12426,10,173,141058,40,13.86,15.93,2.70,0.00,108.00,554.40,637.20,1.08,0.00,108.00,109.08,-446.40
2451964,68740,115,44282,1157023,2117,41658,8,226,141096,4,5.57,5.79,5.15,0.00,20.60,22.28,23.16,0.41,0.00,20.60,21.01,-1.68
2451144,52998,115,23325,1140312,6099,25486,10,17,141403,24,76.43,115.40,35.77,0.00,858.48,1834.32,2769.60,0.00,0.00,858.48,858.48,-975.84
2452277,62795,115,325,1615511,6697,7483,1,160,141744,32,2.66,2.79,1.00,0.00,32.00,85.12,89.28,2.88,0.00,32.00,34.88,-53.12
2451458,40261,115,52455,1647172,3489,5359,10,243,144076,27,57.85,90.82,13.62,345.67,367.74,1561.95,2452.14,1.76,345.67,22.07,23.83,-1539.88
2452478,38621,115,65339,829542,145,5548,4,128,147098,67,8.94,9.92,6.15,0.00,412.05,598.98,664.64,28.84,0.00,412.05,440.89,-186.93
2451576,45270,115,36725,518310,5495,29433,10,81,147711,72,85.49,159.86,6.39,0.00,460.08,6155.28,11509.92,41.40,0.00,460.08,501.48,-5695.20
NULL,NULL,115,56412,758532,3852,9125,8,105,147817,63,NULL,NULL,NULL,342.31,534.87,5794.11,8922.69,NULL,342.31,NULL,204.11,-5601.55
2452631,47642,115,90715,585939,3916,12693,8,296,149619,24,28.69,53.65,10.19,53.80,244.56,688.56,1287.60,7.63,53.80,190.76,198.39,-497.80
2451780,37305,115,60390,1240287,5337,12034,2,77,151775,80,45.06,57.22,22.88,0.00,1830.40,3604.80,4577.60,73.21,0.00,1830.40,1903.61,-1774.40
2452029,42077,115,94542,1161747,2199,23004,10,209,152337,28,57.65,57.65,9.22,0.00,258.16,1614.20,1614.20,0.00,0.00,258.16,258.16,-1356.04
2451621,66434,115,60231,316875,2319,47810,10,192,152507,69,19.35,30.18,15.69,0.00,1082.61,1335.15,2082.42,10.82,0.00,1082.61,1093.43,-252.54
2451514,38554,115,73069,1460607,1745,20836,2,266,153543,82,64.07,127.49,93.06,0.00,7630.92,5253.74,10454.18,305.23,0.00,7630.92,7936.15,2377.18
2452076,49011,115,59387,1532196,3405,23461,7,38,154379,24,70.16,99.62,60.76,0.00,1458.24,1683.84,2390.88,14.58,0.00,1458.24,1472.82,-225.60
2452607,66998,115,98656,1318577,1698,28819,10,23,154670,95,15.87,27.77,15.27,0.00,1450.65,1507.65,2638.15,130.55,0.00,1450.65,1581.20,-57.00
2451193,50192,115,44778,10571,364,19004,1,12,154692,65,44.29,46.50,19.99,532.73,1299.35,2878.85,3022.50,30.66,532.73,766.62,797.28,-2112.23
2451772,53229,115,72283,1234829,5728,10674,2,267,155321,5,92.61,111.13,80.01,0.00,400.05,463.05,555.65,28.00,0.00,400.05,428.05,-63.00
2451931,72545,115,87355,1426418,1034,897,1,277,156919,39,55.83,71.46,10.71,0.00,417.69,2177.37,2786.94,37.59,0.00,417.69,455.28,-1759.68
2451801,65725,115,66584,854437,3890,2543,1,267,157685,59,55.88,106.17,42.46,0.00,2505.14,3296.92,6264.03,225.46,0.00,2505.14,2730.60,-791.78
NULL,49509,115,66779,NULL,NULL,23308,NULL,NULL,157791,95,91.43,NULL,NULL,0.00,597.55,NULL,14938.75,0.00,0.00,NULL,NULL,-8088.30
2451334,42465,115,58189,1676243,3897,9951,8,35,159183,67,62.57,120.76,53.13,0.00,3559.71,4192.19,8090.92,106.79,0.00,3559.71,3666.50,-632.48
2452274,38279,115,14516,968448,2827,11959,2,236,161485,85,17.83,34.94,1.39,0.00,118.15,1515.55,2969.90,5.90,0.00,118.15,124.05,-1397.40
2452547,56987,115,21622,649557,6645,39333,2,164,161706,94,13.20,26.26,22.32,0.00,2098.08,1240.80,2468.44,167.84,0.00,2098.08,2265.92,857.28
2452259,44583,115,27441,1527494,3547,47647,10,132,163790,93,82.84,100.23,75.17,0.00,6990.81,7704.12,9321.39,559.26,0.00,6990.81,7550.07,-713.31
2451800,46266,115,87988,786650,2112,31174,10,260,164005,17,6.12,11.75,6.58,0.00,111.86,104.04,199.75,0.00,0.00,111.86,111.86,7.82
2452506,43942,115,87804,1134271,3938,8405,10,93,164031,80,97.89,124.32,37.29,2953.36,2983.20,7831.20,9945.60,2.08,2953.36,29.84,31.92,-7801.36
2450883,47266,115,45662,1188784,259,30181,8,223,164222,46,39.94,74.68,10.45,0.00,480.70,1837.24,3435.28,4.80,0.00,480.70,485.50,-1356.54
2452502,38478,115,33603,427622,1288,49307,8,21,164995,18,6.08,6.87,0.96,0.00,17.28,109.44,123.66,0.51,0.00,17.28,17.79,-92.16
2451156,55585,115,75140,1575748,6756,19764,2,181,165492,87,23.13,33.07,12.56,0.00,1092.72,2012.31,2877.09,54.63,0.00,1092.72,1147.35,-919.59
2452238,49722,115,56932,1031884,4083,4635,7,153,165618,46,64.12,91.05,60.09,0.00,2764.14,2949.52,4188.30,0.00,0.00,2764.14,2764.14,-185.38
2451728,33974,115,51886,628879,5872,13665,8,224,166356,9,56.99,79.21,35.64,0.00,320.76,512.91,712.89,16.03,0.00,320.76,336.79,-192.15
2451133,62509,115,30567,221048,4682,13116,1,46,166696,81,23.62,32.35,10.35,0.00,838.35,1913.22,2620.35,58.68,0.00,838.35,897.03,-1074.87
2451448,38382,115,5954,1293167,1980,27993,8,238,166930,80,3.01,5.17,3.05,0.00,244.00,240.80,413.60,9.76,0.00,244.00,253.76,3.20
2452243,61752,115,80531,1566475,6819,46010,10,272,168952,7,21.84,41.49,15.76,0.00,110.32,152.88,290.43,8.82,0.00,110.32,119.14,-42.56
2452635,61767,115,18267,1912949,5678,31607,1,63,168989,25,40.36,80.72,23.40,0.00,585.00,1009.00,2018.00,29.25,0.00,585.00,614.25,-424.00
2451894,74800,115,72390,995844,898,8752,8,270,169934,36,40.75,51.75,18.63,0.00,670.68,1467.00,1863.00,26.82,0.00,670.68,697.50,-796.32
2451864,64567,115,54318,1342102,6333,6117,4,124,170017,56,67.91,70.62,26.12,0.00,1462.72,3802.96,3954.72,87.76,0.00,1462.72,1550.48,-2340.24
2451458,39427,115,47126,1820669,3812,37402,1,127,170291,32,58.84,100.02,11.00,144.32,352.00,1882.88,3200.64,0.00,144.32,207.68,207.68,-1675.20
2451464,75097,115,87548,1516556,3164,21725,4,41,170801,68,14.85,16.78,9.90,0.00,673.20,1009.80,1141.04,53.85,0.00,673.20,727.05,-336.60
2451003,34505,115,75583,1692983,6030,14230,1,166,171864,1,23.47,27.45,17.01,0.00,17.01,23.47,27.45,0.68,0.00,17.01,17.69,-6.46
2451324,40942,115,36681,NULL,NULL,NULL,NULL,221,172370,88,NULL,NULL,4.73,NULL,416.24,NULL,5950.56,33.29,NULL,416.24,NULL,-2926.88
2451272,54445,115,88508,382876,3997,3565,1,267,173119,76,96.79,181.96,149.20,3855.32,11339.20,7356.04,13828.96,149.67,3855.32,7483.88,7633.55,127.84
2452640,38820,115,1486,1470587,6088,17189,10,171,173165,67,66.24,131.15,82.62,0.00,5535.54,4438.08,8787.05,442.84,0.00,5535.54,5978.38,1097.46
2452499,74363,115,12920,455907,6094,49881,2,159,173423,4,64.34,98.44,16.73,0.00,66.92,257.36,393.76,0.00,0.00,66.92,66.92,-190.44
2452253,34594,115,3693,555050,4807,44964,4,201,173878,75,19.68,35.03,17.16,1016.73,1287.00,1476.00,2627.25,10.81,1016.73,270.27,281.08,-1205.73
2451970,34222,115,684,1302642,3000,24605,8,53,176281,36,64.55,87.78,30.72,0.00,1105.92,2323.80,3160.08,88.47,0.00,1105.92,1194.39,-1217.88
2451809,37544,115,95075,1557220,1765,33157,2,112,177730,17,73.43,95.45,45.81,0.00,778.77,1248.31,1622.65,46.72,0.00,778.77,825.49,-469.54
2452272,33000,115,20745,525751,4357,2163,1,174,178881,70,81.82,103.09,69.07,0.00,4834.90,5727.40,7216.30,435.14,0.00,4834.90,5270.04,-892.50
2451800,63509,115,34501,734118,2088,26505,10,135,181089,48,73.97,107.25,22.52,529.67,1080.96,3550.56,5148.00,38.59,529.67,551.29,589.88,-2999.27
2452190,63442,115,79668,993400,2685,5217,10,260,181437,1,53.19,60.10,44.47,42.69,44.47,53.19,60.10,0.05,42.69,1.78,1.83,-51.41
2451758,64793,115,25459,830829,6152,40322,2,94,181666,88,16.69,30.70,19.34,0.00,1701.92,1468.72,2701.60,102.11,0.00,1701.92,1804.03,233.20
2451136,NULL,115,NULL,NULL,NULL,10098,NULL,NULL,181902,NULL,72.45,129.68,79.10,0.00,5299.70,NULL,NULL,NULL,0.00,5299.70,5564.68,445.55
2451799,67431,115,92886,1299486,839,35392,7,237,182865,66,52.41,52.41,4.71,304.64,310.86,3459.06,3459.06,0.49,304.64,6.22,6.71,-3452.84
2451422,41106,115,99021,448706,6391,21276,7,53,182917,25,26.83,38.90,5.44,0.00,136.00,670.75,972.50,0.00,0.00,136.00,136.00,-534.75
2452512,48010,115,44723,528859,2595,14778,7,274,183096,92,53.74,85.44,65.78,0.00,6051.76,4944.08,7860.48,181.55,0.00,6051.76,6233.31,1107.68
2451774,67585,115,76446,1202953,4307,13614,2,288,183531,71,3.94,6.26,5.25,100.64,372.75,279.74,444.46,13.60,100.64,272.11,285.71,-7.63
